Gene,Log2FoldChange,PValue
GALNT8,-0.05285151128543997,0.5992067422188327
KCNA5,-0.014917104746754117,0.8654688062560751
CRACR2A,-0.03355744929722171,0.46435207432817016
NXNL2,-0.11688439470423972,0.044005626967211074
STARD8,0.1262168274504356,0.017374093695267642
NALF2,0.25158742444972204,0.04167539483741894
GDPD2,-0.012205421506739256,0.8425092523795744
SAT1,-0.03566812536864106,0.49777472399116707
GNL3L,0.015638257038143477,0.714862701856269
SH3BP4,0.07991027389798,0.4574073630564638
MOSPD2,0.0979560484293347,0.01383551340509085
DOCK6,0.14973515272806104,0.3090701360360765
ECSIT,0.02823486596104141,0.29569659935368575
LDLR,0.028473680187788286,0.7598785253453063
ELOF1,-0.02906152424551367,0.5051099824976447
TSPAN16,-0.09036049340952879,0.2059167358416388
ANGPTL8,-0.016515464238267996,0.8363528320088558
PRKCSH,0.014110923504005335,0.8906447044594473
CNN1,0.20324866688796073,0.0666024502071045
CDC16,-0.032631518168917406,0.7347019079012946
ZSCAN10,-0.12532625475081782,0.17597545813253068
THEM6,-0.0028548977701797207,0.9502647319061407
NECTIN2,-0.02970382883242262,0.5764839292569242
APOE,-0.05551481748799203,0.45014619458745153
TOMM40,0.01597689609731079,0.7758740948389786
APOC1,0.09604096235248427,0.21648792670829395
GADD45G,-0.19234652700426524,0.07528165317632496
LRCH2,-0.000293823923469827,0.9266052888929054
DPP6,0.14385067635004622,0.26177061174256805
XPO7,0.030118838683739657,0.36718704020536885
ACE2,0.004715500605116274,0.9259167532167127
FAM98C,0.013064309856419154,0.8431882699121027
SAFB2,-0.15226542966939283,0.37609564494488745
RPL36,0.0023006699681644704,0.9603003550945716
ATP8B3,-0.014372064978160903,0.6803177115030834
GDF1,-0.000293823923469827,0.9266052888929054
NCAN,0.03760719287087644,0.6382323065656152
KIF1A,0.0045350337510049465,0.9573930591061935
GTPBP3,0.04630806960553446,0.30500986501304256
PLVAP,0.16552962598713916,0.3925694138717363
BST2,0.21169754335371804,0.017304146378010112
SLC27A1,-0.03614182815361078,0.6193433166440581
NSUN5,0.060797812139750995,0.5309404313213999
USHBP1,-0.10457578369187881,0.4454577910762194
COLGALT1,0.0680053868940167,0.1378095552616505
DDA1,-0.04194898257053703,0.42664000995707274
MRPL34,0.050264458410949064,0.6228906503699874
PGLS,0.0181163246692706,0.6202555475028432
LSM7,-0.02192746980482907,0.735138326757643
TULP4,-0.022571698276149466,0.5312445211589845
SNX9,-0.02077071217599924,0.7510365479122988
RTN4IP1,0.025681069520228084,0.28623814910385614
QRSL1,-0.018867009927094447,0.6856190031362119
MTRES1,-0.01782516858490979,0.5221234964665451
RSPH3,0.0279598710483151,0.35933912603479257
MAS1,0.03037197071783393,0.7959404773331884
ACSBG2,-0.000293823923469827,0.9266052888929054
MLLT1,0.03640747456405169,0.4887880768509214
FUT5,-0.000293823923469827,0.9266052888929054
BMP15,0.0012444715398620687,0.968057186917476
AFDN,0.04944938052095926,0.4747059417221807
ACTN4,-0.03344305026787975,0.8372047317999028
STK33,0.1063785997143405,0.26983828260960013
NDUFA10,-0.004848644769291255,0.9076786348921456
EPO,-0.10430707893923136,0.08470116137515751
ARPC1B,0.2505361545243536,0.002149789957153884
CACNG6,-0.01194885534595408,0.9020846978413537
ZSWIM6,0.08206042776662326,0.009227397201275973
FCHO1,0.07317056829015156,0.2587428918877781
UNC13A,-0.12641974962408897,0.2148459620966151
MAP1S,0.09631966866733599,0.03368359638824633
KLHDC7B,0.026279209616745458,0.4255103824871046
PXDN,0.02571782404729195,0.827204713477137
SSBP4,-0.16486192275510136,0.19753311714311292
GDF15,-0.06746985067506894,0.5185749288475334
PGPEP1,0.02166897061756279,0.6107794587442008
IQCN,0.1660127907286768,0.13525542707582847
LSM4,0.019478039333504338,0.7023770079651097
JUND,-0.13363754166125297,0.050276231179603115
HRC,0.11099360056364183,0.3391715141811914
TRPM4,-0.04188485679478049,0.5462189558453857
OR11H1,0.04281273403438651,0.4343421000054699
SULT4A1,-0.017816386953005192,0.8540360811596085
ZNF557,-0.10607810884233482,0.5651031669044351
CRB3,-0.025698097465708614,0.7563903893828359
OLFM1,0.02089072546626286,0.5692857719610764
CAMSAP1,0.029767133066403773,0.4159713561787154
UBAC1,0.022585723736879615,0.5994733010941989
SAG,-0.06107805283896761,0.5718184703793323
ZBTB46,0.17738868987281808,0.08402793542205013
HELZ2,0.11737550876968461,0.2491355435645256
SAMD10,0.003461685607917042,0.9219833841322935
LSP1,0.0626057449156523,0.3561630495279242
TNNT3,-0.07005490569567385,0.13372052286054556
TNNI2,0.19328510272000354,0.10088827802842802
H19,-0.23701995629651618,0.025771929606719608
COL5A1,-0.18209124682364175,0.18746066525464006
ATXN10,-0.01457837917349325,0.7539057752997982
TUBGCP2,-0.0009557009062231003,0.9870688370023204
CALY,-0.24272659264458984,0.016291244793320177
CYP2E1,0.003564526049399719,0.9528745145874258
PNPLA7,0.10173722622072101,0.031059009585586453
HBZ,-0.044889466292964364,0.1561205855068986
PAK4,-0.004103882443986073,0.9160508300536163
MNX1,-0.000293823923469827,0.9266052888929054
ZNF337,0.05048746425115125,0.7598797614154856
CEP85,0.04643771405213304,0.10180323291241884
TAF4,-0.0007399942680259564,0.9843317832649978
GATA5,-0.000293823923469827,0.9266052888929054
RBBP8NL,-0.04006119050257584,0.6776361067941943
LAMA5,-0.1353916762366607,0.15070105732316091
OSBPL2,-0.03736300852326124,0.39981089237614453
ADRM1,0.06022833446502274,0.2377187833193754
ASS1,-0.09943464226287824,0.20882017232473718
PRDM12,-0.000293823923469827,0.9266052888929054
EXOSC2,-0.0479778839039815,0.42898942217329605
POMT1,0.03808576938496833,0.4355850995279871
UCK1,-0.017999106137083665,0.5685172561291842
FIBCD1,0.020797432229710477,0.31017680337669634
CHMP2A,0.10068583301519762,0.062069651624672345
UBE2M,0.04821252297343426,0.40705263318241525
TRIM28,0.01702427533834161,0.7771460046310684
METTL26,-0.009624555099728926,0.8674366118588375
YIPF2,3.5711029601870337e-05,0.9995599822553247
ATG4D,-0.029284325958802704,0.480928130411196
EIF2S3,-0.09352343424457299,0.588932882072668
TMEM160,0.006131200357210709,0.9025185452241005
ZC3H4,0.007294624673479966,0.9199005540726648
NPAS1,-0.06275652198533943,0.5539656814885422
GMFG,0.06417623107557358,0.34388684823805027
MAP3K10,0.03997367919187411,0.4658928396783196
ARHGEF16,-0.02149755063094061,0.844665909025385
LRRC47,-0.0002496153865187978,0.9940837348507233
SESN2,0.040967446031099364,0.6816772415385304
SMPDL3B,0.16227492092860896,0.05997491516665748
ATP5IF1,0.025207181864394634,0.511187512658612
MED18,0.056736971815673165,0.11635783100328156
THEMIS2,-0.16147331845610324,0.1699454281343206
CLIP1,-0.03991680411699505,0.8001752936345367
CCDC62,-0.18699015449821443,0.05545968397445497
HIP1R,-0.1167060260140742,0.06017131873166879
ZNF317,-0.14511026445482944,0.3475122333586288
PPAN,-0.09943954406646371,0.16306619577704085
EIF3G,0.03778688364198146,0.5141626660676353
ANGPTL6,-0.1120405797964239,0.07547357924322447
SHFL,-0.03484802526777431,0.5441575248587981
DNMT1,0.01914660228165177,0.8360538044418768
ZNF426,-0.06572176724325063,0.7470785941163438
SLC6A8,0.07069260998826188,0.47772441229057716
PNCK,-0.045777282772874184,0.6143318679596805
DKC1,0.07913061318988568,0.1330232537030914
PLXNA3,-0.032271763105828466,0.7134477875647024
DUSP9,0.04732968431985307,0.5951470081987451
MPP1,0.09595676539399545,0.11719755663266888
ZNF331,-0.14236702372375198,0.7418161630309625
ZNF236,-0.09662760098603784,0.27048117547715234
SLC7A10,0.15759434035989978,0.0243707466311719
LRP3,0.0987217565076608,0.36288030654374226
MTRFR,-0.05498623934402591,0.30289194212034387
NOL11,-0.08636465594006992,0.07067737179141775
UBE4B,0.035239530563616395,0.3378662092959007
CASZ1,0.020140161543725554,0.8412260819708326
PKDREJ,-0.11506796703992206,0.3004307610263928
HSD17B3,0.009441562022092842,0.9156824043639422
NUTM2F,-0.07941916280148842,0.6082551694316227
HABP4,-0.006555498336290988,0.8597987722332217
FBP2,0.005653587286239881,0.8421559696119018
SLC35D2,-0.022986310985837477,0.5607254384036215
PRRG1,-0.0021044069228032813,0.9775514242988039
UBA1,0.05694357726602295,0.3177966239150027
RGN,0.018586015673026535,0.8140953537544104
POLN,-0.041495273352658346,0.36085070624850535
TTTY9B,-0.004862257922564284,0.9332563628601672
PPIL4,-0.06328791806294998,0.2015188255905698
ULBP2,-0.06922557606787505,0.4259360732734192
AKAP12,-0.018831080171606507,0.8738531601419355
SYNE1,-0.20597955728293682,0.14816607980026683
ULBP3,-0.05277170522224228,0.4249338554976234
LATS1,-0.08674560897215189,0.23456661673182455
EPS8L1,0.04786604303378539,0.5346078403527941
LILRB2,0.048660228625585944,0.7819438697916239
AAR2,-0.22085279746534692,7.31242311293404e-07
TTLL9,0.027318221166868106,0.7914293167547377
BPIFA2,0.03990324138145751,0.31452224355680175
RBM39,-0.23181766409970628,0.013592422970839783
COX4I2,-0.000293823923469827,0.9266052888929054
BPIFA3,-0.019412521262148208,0.28831404494946306
ZNF341,0.03373777090699015,0.32437909708261614
GGT7,-0.053691393384137864,0.6241374333798493
DEFB118,0.021166493134240016,0.6891898910727757
ACSS2,0.144732006235597,0.1902759368905508
EDA2R,-0.025686981824075916,0.3205386091306579
ARHGEF9,-0.06477106056775073,0.1559396598797481
C1QL1,0.12275306925105345,0.17117934657031572
GFAP,-0.08082075810177847,0.5712071957333749
PYY,-0.059030079130172664,0.5954876362332886
HIGD1B,-0.06642419445508257,0.28682596411418554
ATP6V1E1,0.042652466716971205,0.5111730739177192
ZNF227,-0.06718578675952047,0.11217326727163814
ZNF428,0.01838602855684801,0.4867766535241558
TEX101,0.04776074405369163,0.6862097198156272
ZNF141,-0.019228308601995536,0.8717657404981665
CCL25,0.002651505790952413,0.9787998771287363
COX4I1,0.0011100034012594406,0.9939334031157165
EMC8,0.14878232709824912,0.032844801155396744
GSE1,-0.17596826160449197,0.030624645173219056
GINS2,0.07545018721595786,0.0903255313460553
CHMP1A,0.00539363021888839,0.9103925375310374
SH3BGRL,-0.06671632565230423,0.4339594934704891
COX7B,-0.030694627701226107,0.7231738966709325
SLC34A1,-0.019621390264562666,0.8551679523461799
F12,0.0689711572023608,0.323194825940323
PRR7,-0.000293823923469827,0.9266052888929054
NFATC1,0.027372587844817442,0.5892838585528288
IDO1,-0.16792004295245666,0.16645684429429763
GJA9,-0.000293823923469827,0.9266052888929054
CAP1,-0.057702736571981994,0.6950687674391072
PPT1,0.09393929023629166,0.22407387885134314
RAB11FIP4,-0.12348784534118096,0.19586316114180638
RLIM,-0.11351938000457018,0.07988201440008869
CDX4,-0.000293823923469827,0.9266052888929054
ABCB7,0.01740646139446067,0.6594659561948508
TRAF3,-0.006655449242484401,0.9104183012608922
HAUS8,-0.04884249355821901,0.1214642604094933
ADGRE3,0.03735910002709136,0.5634955328933609
MRPS25,0.026253388611429784,0.7022513620834658
SH3BP5,0.060790003953796745,0.519983283364843
HACL1,-0.006550753256608477,0.835303583053779
TBC1D5,-0.001254387739613172,0.9687582747877799
CAPN7,-0.12354683231351382,0.023432195247765967
RFTN1,0.028917891165610943,0.6535386243424833
C3orf20,-0.10638762702327104,0.15475337383365043
RBSN,-0.08775134793901218,0.07468063845909262
GALNT15,-0.11267984567756495,0.2970683356975843
SLC6A6,0.18424204633690966,0.17244084631763026
KCNC3,-0.019543549282283523,0.7957632597586026
NAPSA,0.0824562803330382,0.16765296678291958
NR1H2,-0.049982228860965705,0.25026232582482133
LRRC4B,-0.000293823923469827,0.9266052888929054
PDLIM4,-0.048516171403821584,0.4987190078281495
KIF3A,-0.0795691861950214,0.5159281495938535
MGAT1,-0.12081025993567174,0.2157287604885545
GFPT2,-0.22763295801898975,0.15198008563363238
TUBG1,0.015018374138842994,0.6032455955218545
PSME3,0.027600025236458325,0.6740505786468698
RPL27,0.05530998910012386,0.3655513401113848
PSMC3IP,-0.03406747515414699,0.6730558993530162
AOC3,-0.018621089875594965,0.8486603384444766
ACLY,-0.07023987712197499,0.41428415776345573
VPS25,0.004467896065384558,0.8946058369922212
RAMP2,0.02782390103650617,0.6596699950588955
AOC2,-0.04812966304398936,0.5644574994068409
G6PC1,0.03406718319641289,0.5584593441864221
NDUFA2,-0.006046491025767153,0.8750634126378039
ANKHD1,-0.05181538559155818,0.41779491673781766
DIAPH1,-0.291253424039283,0.16083075946187333
NDFIP1,0.27723415749023594,0.014536202292652647
UBE2D2,0.027598654320481142,0.7901743689838386
TTTY6,-0.018825446402765345,0.287456876859922
EXOC4,0.3012551900490208,0.01383518819777677
ACAP3,-0.01898063878411449,0.723039708291082
C1orf159,-0.09363333665311391,0.11225219246672084
ANO1,0.0006198136458379633,0.9880626896414033
PPFIA1,-0.01976869564859829,0.6739485011550314
TMEM204,0.2367329712996109,0.12537780854535693
KREMEN2,0.027788836013391327,0.3309841062109131
THOC6,0.08303170769148593,0.018439124966456947
TRAF7,0.01272099181148345,0.7417980545536934
BARX1,0.06839660649235707,0.27944132442713626
NINJ1,-0.22656145945932993,0.0026306003157175735
CA6,0.06992553468246965,0.5952479331405649
NPHP4,0.020744518121325495,0.5535171022008216
MAP1B,0.03874905995824679,0.5793945210247213
RHOXF2,-0.000293823923469827,0.9266052888929054
IL13RA1,-0.09149089252775722,0.24467026623197108
WDR44,-0.009982570078712616,0.8644770446061066
CKMT2,-0.027030496131605686,0.8167416093603627
ZCCHC9,0.018427168528560856,0.6731497626558439
KRT34,-0.03261223498145499,0.30969219845095786
KRT33B,-0.04922695625830137,0.1523130449219737
TNS4,0.04429804460717657,0.6804169069384771
TOP2A,-0.03523030515481618,0.6655290216067038
STARD3,0.005849194251386081,0.9040879935409216
RARA,0.07659479103336686,0.23047701987550093
PPP1R1B,0.066719802579841,0.5439160771558824
KHDRBS3,0.16291600392012662,0.1599297350501471
CHD1L,0.012850327195181865,0.7184802438138542
PEX11B,0.13316124259294115,0.00017782211226424763
FMO5,-0.11267672993782751,0.04045244775590291
PIAS3,0.08247045780306017,0.10351308394134462
PRKAB2,-0.06918003266878303,0.2049955774023107
FSHB,0.02396327894517286,0.31126122368625314
PDHA1,0.13092508923719226,1.4078685957491284e-05
RAI2,0.03795340386788837,0.7674652130037407
MCCC2,-0.048470460918787595,0.16981792020162326
ZNF304,-0.031926286562709905,0.8759304811081031
ZSCAN5A,0.08793160591475857,0.7180070992638556
ZNF132,-0.026678676707202253,0.6772963848098048
USP29,-0.09515140542152489,0.17874154182268162
SELENOS,0.022825990249569328,0.6836215917245675
CHSY1,-0.032905329148955165,0.5284227099148524
SNRPA1,-0.14493596501525063,0.0023466433544519502
LLGL1,-0.03319326524507771,0.5204832958746437
NR0B2,-0.021449669932354087,0.647311573577928
LIN28A,-0.024685194545184586,0.8216886107648779
THAP1,-1.5429454505611062e-05,0.9996237353068057
RHPN2,0.05038384475057778,0.6656180849042324
C19orf12,0.19288114823813451,0.04681965241788418
FAAP24,-0.049402322418770295,0.2329098546513676
LRRC9,-0.000293823923469827,0.9266052888929054
ACTR10,-0.011229300280933607,0.8445500046074376
ABHD12B,-0.023174442756152547,0.847716754932965
GCH1,0.09370428044580903,0.0020846140319200545
LGALS3,-0.012227730884638577,0.8803758113185377
PODNL1,-0.11157564908180362,0.3230755859222121
DNAJB1,-0.3044315157476003,0.017107051932685108
ZSWIM4,-0.01529144889250178,0.6107626338404935
FBXW9,0.031757365500944434,0.42401578240684623
RFX1,0.07146130033964271,0.09845675785637527
ZNF20,-0.047948233314750954,0.37868069953831596
BRME1,-0.028422523884882533,0.6560509991316494
DCAF15,0.008708016299471932,0.8827027788307398
CC2D1A,0.016342861319206037,0.7730727991842193
RTBDN,0.27035698552795484,0.011424753508061618
MATN3,-0.00982720872147358,0.9044503215006134
TRIM21,-0.07412266883372043,0.12393877470489341
SPATA6,-0.1122213014798652,0.17433172522624832
LRRC41,-0.016849682728516946,0.6391667798482148
CCT6B,-0.1465770715805086,0.018469813463677372
DHX30,-0.03270494168987237,0.398582927967452
RAF1,-0.12352546226994354,0.02579219182451423
SLC6A11,-0.15531678535136562,0.11440384574048755
PPARG,-0.11893621205106042,0.413751066399748
NUP210,0.05552870899810003,0.3031114163709664
FCRLA,0.038590444576979466,0.4367294154569865
HSD17B7,-0.012953822711755603,0.8177204104230942
ENOSF1,0.059391536069639095,0.2584639616637263
LINC00470,-0.1822813315083074,0.7364510221450795
EMILIN2,-0.024824169917143313,0.826610651116554
SLX1A,0.03577286125424345,0.6984123134088276
ARFIP2,-0.03909316469623825,0.10525376469864281
TRIM5,0.2549179747656707,1.6542496592901486e-05
CNGA4,-0.14727753547445,0.12401024801595349
TRIM22,0.18374035707108494,0.037938693661133435
RRP8,-0.04084718150172684,0.19875688782574502
TIMM10B,-0.055788937713811215,0.6818479462702327
EFR3A,-0.002442631280044516,0.9682537978361482
HHLA1,-0.03437624325038491,0.5992662483152139
PTCD3,-0.0595276218097629,0.2378694280168219
IMMT,-0.010326033406878654,0.870881673575446
MRPL35,-0.007141641253402886,0.8472096424149421
IQCA1,-0.07660965403970488,0.49955789620933
ILKAP,0.0034602569309241105,0.9157965945262767
PER2,-9.036894416958319e-05,0.9988453195368865
RAMP1,-0.01513393432172494,0.8987085654498574
SCLY,0.02093250274864289,0.5538284526568757
PTPRE,-0.1453551769813255,0.08119949005871453
RAN,0.11925900573069192,0.06463786190701121
PRKAA1,0.005123394843303597,0.8766748299224627
CARD6,0.06712548223972803,0.5653936615270141
RAP1GAP2,-0.288293587593047,0.06444196217293639
CLUH,-0.10482923347928708,0.6818678558776198
INPP5K,-0.05387507298037386,0.23642115758501878
MYBBP1A,-0.0752015799565462,0.27385489833798615
RPA1,0.10982825466796253,0.010874991192995918
SERPINF1,-0.119475867912064,0.6614305873684766
UBE2G1,-0.040494584929419375,0.6109321478263725
EEFSEC,-0.011229147471732315,0.9533719896685969
TBC1D14,0.025117036085079647,0.49447167809792125
TMEM128,-0.07416986469047915,0.26319897667729536
COQ3,-0.024314077661297562,0.564139906881326
PNISR,-0.08324427519241162,0.35496905927472
POPDC3,-0.056113481630986506,0.15670839687670476
SEC61G,-0.04661256338602415,0.4969983580510752
LANCL2,-0.06878557646203154,0.26835733569940745
FIGNL1,0.09467426184114469,0.11803974688214279
DDC,0.05443145103208613,0.14731985042204623
FTHL17,0.032316643464871786,0.5912790713750181
GRSF1,0.00918882854311498,0.7611864324122433
ENAM,0.05633063221024237,0.6526848105340007
JCHAIN,0.07191004191634687,0.5730168444571107
ANKRD17,0.1312640410409398,0.006045646943292567
UTP3,-0.0630791817127756,0.31643317795821424
ITGB4,-0.11051818330181395,0.35232838654378296
WBP2,-0.03212345827187413,0.3954096235459954
H3-3B,-0.09228474132637121,0.06187148768557748
UNK,0.007131331291823528,0.9311643902887321
TRIM47,0.14347008242087766,0.010208988859538486
ZRANB2,-0.06624150422278641,0.04206237435765692
EIF5A,-0.04825507053782285,0.545099424192681
KDM6B,-0.013115387297684578,0.8496053005594085
CLEC10A,0.06284676251508003,0.6000769254411501
SLC52A1,0.023454459719748577,0.7670217886301451
GUCY2D,0.010613178723632266,0.8289581181145349
GPS2,-0.005109297724745332,0.9295171740482336
XAF1,0.02429465756925131,0.6375877147433975
DLG4,0.07494922587153985,0.21999848046127216
RIDA,0.08293115447569965,0.22831106106988985
VPS13B,-0.03730419250238759,0.3160651083412536
RGS22,-0.06033496162218899,0.520605705449138
MATN2,-0.18688422470902388,0.13660393777020086
REEP2,0.032942340370170076,0.7546503496502461
PCBD2,-0.015327511618233869,0.6210105595888126
SDF2,0.08270507703970598,0.02308865869013583
FLOT2,-0.02885474301933666,0.6052776340855293
ERAL1,0.11552176356092758,0.0004872356401884321
PRMT7,0.06498349479596133,0.22192843045716942
NIP7,-0.08796004725823714,0.04167683832209711
TERF2,-0.04060780730401481,0.49365063960382516
VPS4A,-0.09100547305195539,0.07709345922812288
MTSS2,-0.1844416588915938,0.005461709856680897
HSPA12B,-0.03912235818329335,0.6529056677962646
ANKEF1,0.031981831719748,0.34378425345668684
SCP2D1,-0.05920887813434583,0.5845116301511719
PCED1A,-0.08026200254228222,0.36079241738207646
SNAP25,-0.19937389556707247,0.0387194200946351
BTBD3,0.07306859001837829,0.5141143227469744
PCNA,0.07259405528499396,0.27025156138621925
NXT1,-0.055926434895674726,0.39355941048280585
POLR3F,0.013596593094446607,0.6175867802385964
RIN2,0.11887101003509193,0.24248140911046404
PTPRA,-0.047962807574332356,0.5339868864121022
SSTR4,0.05210153534578532,0.7001404711226455
DAP3,-0.023477120750029723,0.7865602921198745
RHBG,-0.05404342202994783,0.6304590963367784
KHDC4,0.1642063229815447,0.15109957876214547
ATP1A4,-0.005003265980073834,0.9601016848769055
NES,0.04200807997155398,0.5349911729534658
BCAN,-0.054104119010762564,0.36905064874625726
CRP,-0.000293823923469827,0.9266052888929054
ARHGEF11,0.10922751227771643,0.25298545792938343
RAB25,-0.007211952561458235,0.9421099625267333
HAPLN2,0.16595030144484768,0.1168631064762977
APCS,-0.000293823923469827,0.9266052888929054
FCRL2,-0.06140151176737407,0.49685583778692244
DCAF8,0.07980892033736087,0.09486013689473208
SYT11,0.09682863242004114,0.40249805540558736
IGHMBP2,-0.00558111516267723,0.8825674300563982
ACY3,-0.06333704661550654,0.508953641802586
ALDH3B2,-0.026459871948135927,0.32139850705814954
TESMIN,0.03366789204983611,0.5822632760504913
MMACHC,0.14020617586989026,0.004609720127821235
DPH2,0.0992727393240207,0.08165945307416624
TOE1,-0.1352227914317683,0.0028046889869536577
NASP,0.21760393148691515,9.763090588945675e-07
MUTYH,0.018085016815977184,0.8153708363886352
CTNNBL1,0.11186535310579782,0.007963311174978734
LPIN3,0.17473932759469402,0.07173984130720956
ZSWIM3,0.06283208732155621,0.2809933588314369
RBM38,-0.3168715117629377,0.002178424081071876
VSTM2L,-0.06429117675335178,0.1600648050130874
OSER1,-0.21009420456718741,2.893009501023674e-07
SERINC3,0.27593447216370226,0.00019873537351520335
PPP1R3D,-0.06673833024814257,0.08595620148053017
DMGDH,0.08358218935915362,0.5079962297929032
BHMT2,0.025229519105866904,0.8055499904400358
AP3B1,-0.0798404809605251,0.09479479842439824
ZBED3,-0.07150394109750535,0.4017762027261077
PATJ,-0.015492845240542064,0.8293288396077312
KANK4,0.0719466700953324,0.49826164965456565
ANGPTL3,-0.02662433979879364,0.3076607760838464
SYT4,-0.02497186137895807,0.6405283843877263
SLC14A2,-0.3496813904560825,0.16584142638149435
FBXO44,0.007664387164829201,0.947768281596794
CPLANE2,-0.027119164911137417,0.8402313676632599
CASP9,0.11009966939214566,0.007338638277723192
NMUR2,-0.0049171021038166285,0.9140232266018544
DCTN4,-0.09086520330559233,0.15207879631382099
PDE6A,-0.14821570978838594,0.18726900065605778
ATP8A2,-0.000293823923469827,0.9266052888929054
MTUS2,-0.03383776184360088,0.7404565276014214
ZMYM5,-0.05475332449860204,0.21890495550528205
USPL1,-0.015995823869764836,0.6874781843134365
XPO4,-0.06942629754512408,0.1153293627257437
TPTE2,-0.044609168080391115,0.3816191691875823
POMP,0.1842389386320562,0.3472210830464645
CDK8,0.06734509637976593,0.09482850501567867
ALOX5AP,0.04299523236046188,0.7037602803299561
WASF3,-0.01612174421100987,0.8593196392645618
RNF17,0.025689460041951384,0.8294570460538901
GPR12,-0.15154921955087974,0.15910830607465795
CHRM3,0.10839650055382877,0.20239105491554016
MYH8,-0.000293823923469827,0.9266052888929054
MYH10,0.10073093319570026,0.5706366847272649
PEMT,-0.01537163634719052,0.7804508752261992
SCO1,-0.07829279370545272,0.017906581749082166
MPRIP,-0.12903310653195987,0.1368408467753396
CHI3L1,-0.1453508595516848,0.17602195488848477
MYBPH,-0.022870230441510375,0.30604445158551813
PIK3C2B,-0.026707354995795463,0.42264262247024653
DSTYK,-0.014009323059621881,0.5143331835632954
CHIT1,0.09636659566112216,0.4067310988508184
SLC41A1,-0.04439919452396701,0.28391997671759894
LGR6,-0.18129912590612207,0.38961704352395676
TMCC2,-0.00828799338161823,0.841881046540563
DCLK1,0.0023276026404984718,0.980438429527486
CCNA1,0.010275215468632304,0.7630971759157128
COG6,0.03016380203689817,0.2977724532338224
SPART,-0.03601108542472087,0.5208519511762268
RXFP2,-0.019245433486447694,0.2880741682507214
EPSTI1,0.030008380225321485,0.6564099789031068
TRPC4,-0.000293823923469827,0.9266052888929054
POSTN,-0.000293823923469827,0.9266052888929054
RFXAP,-0.06792475947743415,0.175119671119812
TPT1,0.009946954700296828,0.8461763531095029
GPALPP1,0.020296091803056804,0.8401447519819496
STOML3,0.038383727346263996,0.32780644218232735
KL,0.07967551098857206,0.4549174867707505
RFC3,-0.05134971402430466,0.09252258596671921
STARD13,0.13017996493530437,0.2795134097819227
IRS4,-0.010750653451146952,0.8996731967385205
MORC4,0.011033945840281945,0.8702388505592572
BEX2,-0.03283202975682675,0.34552680883111075
RNF128,-0.08601599399644999,0.1736215504528869
TBC1D8B,0.013665355963450754,0.7075381725444647
TCEAL4,-0.0008744852563244976,0.9859520638927294
BEX1,0.18583295614354978,0.07699491305230627
VCF1,0.001077281672342334,0.9933950144512597
SLC39A11,0.03243744029053852,0.6475429029256303
EPHB2,0.0194157805596491,0.8621847170684583
SRRM1,-0.15913118601619214,0.06208834544036012
BTBD2,-0.027061564564150764,0.5798163141306678
PRAM1,-0.13898471876125895,0.14575975204619776
KMT5C,-0.0023927970769550555,0.9101122222071221
ZNF414,-0.026076047192109097,0.7184564359341277
PDE6B,-0.00849694389371014,0.9840456826962434
HSPBP1,0.05530980109059502,0.1488406932713151
CSNK1G2,0.014722371996066741,0.8481131333124868
SLF1,0.08926973795952353,0.2361818487724366
CNDP2,0.010422008870927701,0.8304879535885566
MACROD1,-0.002223334609894989,0.9445451937008258
WDR74,-0.034052131795857754,0.6256389768338116
LGALS12,-0.04772323760179675,0.15728380616173576
RTN3,0.16408956243715256,0.1612134052025608
PLAAT4,-0.08674474129415266,0.25316575001102176
PLAAT2,-0.19413507534426705,0.04283575631697571
MYH11,-0.09149496749131636,0.51899216084288
CEP20,-0.004182282083920352,0.9291218727520847
MED10,-0.0008768107156433835,0.9755105404100699
PDZD2,-0.03719596431450123,0.7561149673377083
MORC2,0.08786479957332993,0.3180377771064261
LARGE1,-0.052048626472334325,0.5793790641439384
GSTT2B,-0.0344604871391499,0.49734721250654745
MYO18B,-0.02611697341415231,0.8124989456911775
SLC2A11,0.05051819649364209,0.38719646756584847
C1QTNF6,-0.05377737579111974,0.5911588842595593
GGT2P,-0.19535512412499362,0.015877396896459332
FAM83F,0.03726237438815505,0.6407444850453208
SEC14L4,-0.08240576559107987,0.32856611230890187
GIMAP6,0.2536815676056907,0.01179278434352605
GIMAP4,0.2837848796435014,3.208648301793544e-06
ADCK2,0.005013531320656295,0.849377699179501
MKRN1,-0.030666357130045174,0.7446065352908835
AGAP3,0.026799855824291452,0.5974888455787621
KRBA1,-8.576319998976345e-05,0.998714599555324
ACTR3B,-0.027795028275003242,0.3665414158442595
NTS,-0.000293823923469827,0.9266052888929054
BTG1,-0.2681403164559848,0.05672213787253107
LRRIQ1,-0.0453895482159381,0.7052250709597456
RLIG1,-0.02557513684378554,0.4610009857675569
ATP13A3,0.0936774803929703,0.007446840197099258
SFTPD,-0.000293823923469827,0.9266052888929054
DYDC2,0.015076948552385727,0.9014641257644636
TMEM254,0.11027712913241516,0.1838857834996801
TMTC1,-0.07291507867400249,0.31564853658635356
KRAS,-0.03226965243080926,0.43861783050163017
IPO8,-0.012663102826021344,0.7671978404423216
LARS1,-0.12561799664771556,0.5765092952031151
SPINK5,0.028216559320946577,0.33011476430554254
IMPA1,0.0030194032377508506,0.9272770788691531
