Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj
METTL23,48.64593785803281,0.4116191426641463,0.0875617153722865,4.70090313916377,2.590133617093112e-06,0.0003617807219875,3.441554578873421
SNX27,178.72894455697556,0.3202850507147162,0.0680840007944266,4.704263071757305,2.5478455003933217e-06,0.0003617807219875,3.441554578873421
TP53TG1,16.88936416256662,0.6090784931687755,0.1296961264995191,4.696196483331627,2.650505962120268e-06,0.0003666190140031,3.4357850149262106
PHF20L1,193.3047939701399,0.3586832454784231,0.0765808366007484,4.683720646046293,2.817138905675408e-06,0.0003822455046586,3.4176576133412646
TES,512.8834202971318,0.2931395749663124,0.062586034627789,4.683785715290459,2.81624428546881e-06,0.0003822455046586,3.4176576133412646
TALDO1,356.82529782169286,0.4389945072392107,0.0939886536910374,4.670718113297886,3.0014859080472315e-06,0.0004034166955844,3.394246132275618
SNX25,145.701869497386,0.572552719291751,0.1230749402420864,4.652065791505152,3.2862618868922618e-06,0.0004375642346033,3.3589581833593036
NOP10,135.80871208914618,0.6213889768645078,0.1337011736034283,4.647595530519518,3.358265808180156e-06,0.0004430112311957,3.3535852634281986
AKAP17A,1109.9120407641435,-0.2721210413811573,0.0585862531179024,-4.644793392632991,3.404169571812828e-06,0.0004449468246753,3.351691888187598
DESI1,122.86165420517226,0.4479489757227679,0.0969725528836097,4.619337765196445,3.849667457811917e-06,0.0004986019297404,3.302246044977882
ALKBH1,98.50324522129836,-1.321447314074377,0.2861877140235965,-4.617414547591035,3.885505960048455e-06,0.0004987099406559,3.3021519750160926
HBEGF,9.832987141355948,2.112674398503638,0.4579369106440524,4.613461700504391,3.960172643287934e-06,0.0005037551754368,3.2977804790104415
ZNF263,4.729740382785201,1.0805605855249958,0.2343883546965461,4.610129146236627,4.024189032267072e-06,0.0005073683286965,3.294676646104508
KLHL11,107.29950721918053,-0.4522790631471697,0.0981861686960408,-4.606341902873404,4.098143705649021e-06,0.0005121601173191,3.290594243717297
RNU6-781P,22.037105800379447,-4.11001878323494,0.8931417175462079,-4.601754349272463,4.18947141506604e-06,0.0005190208630473,3.2848151844941063
IKBKB,656.7687852213378,0.2675236064140444,0.0582420471582986,4.593307060222834,4.362763817167028e-06,0.0005358301388205,3.2709728622931036
ABI1,312.3737911816941,-0.3306920926598629,0.0720707539647898,-4.588436702374756,4.465776709292714e-06,0.0005437941946777,3.264565433072348
AHSA1,167.83697336998216,0.4309694741164503,0.0941675228581141,4.576625369723367,4.7253656992384845e-06,0.0005529188612602,3.257338595082944
CD83,52.22289485824541,-0.8053656052483019,0.1758573291852934,-4.579653341600124,4.657472226586329e-06,0.0005529188612602,3.257338595082944
CEACAM1,23.47290168436928,1.2864615121072225,0.2810787399473208,4.5768723466895,4.719792640773735e-06,0.0005529188612602,3.257338595082944
UQCC2,107.10945096165092,0.4179081332483805,0.0913218920106081,4.576209757019002,4.7347582700744885e-06,0.0005529188612602,3.257338595082944
MBD5,63.74613594777878,-0.9768350214438104,0.2133914293377339,-4.577667549607986,4.701891549278696e-06,0.0005529188612602,3.257338595082944
GIN1,17.734898406141514,0.6981284738984727,0.1530363728700936,4.561846708763056,5.07056620187471e-06,0.0005873199729927,3.2311252298517066
ABT1,333.703866790518,-0.2888712949086811,0.0634994068807661,-4.549196742122321,5.385107816193445e-06,0.0006187228311073,3.2085038580531
AMPD2,182.03794238268432,0.4118348023600054,0.0906640252903137,4.542427948034254,5.561000622016446e-06,0.0006309288303118,3.200019627041232
PEX11B,110.42587827814612,0.344589318795121,0.0758721141090076,4.541712364835908,5.579913849883869e-06,0.0006309288303118,3.200019627041232
ST6GAL1,1243.2218341941416,0.3754556598173993,0.0827307329918709,4.538285184228832,5.671352870570166e-06,0.0006362186169056,3.196393626801939
DDX6,2352.560704761552,-0.236408326078084,0.0522972320166912,-4.520474926906871,6.170105290700359e-06,0.0006867616412235,3.163193970165458
PRDM4,344.14442407835224,-0.3238909543529679,0.0716886969506769,-4.518019829204182,6.242063981057795e-06,0.0006893851592103,3.1615380701338283
TMEM39A,42.571972738035306,-0.7395267932278454,0.1638987689154824,-4.512094862708803,6.419046537148695e-06,0.0007034781231904,3.1527494037380066
RPRD1B,133.31629973866077,-0.4660656171488436,0.1033708434701292,-4.508675768748283,6.523351231731485e-06,0.0007046856917505,3.1520045465201703
PHF12,488.93166125267135,-0.4195648178670427,0.0930610005363683,-4.508492445265255,6.52898935292106e-06,0.0007046856917505,3.1520045465201703
ENDOG,31.469036286306096,0.530926554240023,0.1178526659744866,4.505002494852011,6.637216275059526e-06,0.00070567477814,3.15139540461542
ZBTB43,31.369786404423657,-0.6423923172859152,0.1425596874998648,-4.506128826120808,6.602101395801811e-06,0.00070567477814,3.15139540461542
MAFIP,18.28347768715006,1.1847912131976306,0.2632824785693878,4.500076190544447,6.792911047075489e-06,0.0007168785458346,3.1445544166359585
JPT2,97.30227620542992,0.5137112387250413,0.1145638660651941,4.48405990797052,7.323608648088347e-06,0.0007672018559508,3.1150903552271005
SERTAD2,131.86952217644148,-0.3501160124711436,0.0781409498983148,-4.480570212247881,7.4443884767554e-06,0.0007741620629805,3.1111681146521875
ANAPC7,110.61341733041483,0.2868154898625621,0.0643478185960993,4.457268266743518,8.301069490023667e-06,0.0008569951958287,3.067021612651987
ATAD3A,89.07712816597953,0.810737087745607,0.1819758174656784,4.4551913492490085,8.381840277949607e-06,0.0008591084779852,3.06595199517234
ATXN7,219.4980113541263,-0.3690918306536734,0.0829891015617999,-4.447473508058403,8.68861706063707e-06,0.0008732477478889,3.0588625257369055
ZNF736,192.0567003764056,-1.2439621993982874,0.2798511488421549,-4.445085198131248,8.785704265677865e-06,0.0008732477478889,3.0588625257369055
VBP1,246.83956959773172,0.3106452870656788,0.0699006841413616,4.444095088360713,8.82625645371019e-06,0.0008732477478889,3.0588625257369055
SLC35A2,42.48179245037162,0.8335316549469982,0.1873270221958444,4.449607137167681,8.602750746032091e-06,0.0008732477478889,3.0588625257369055
METTL27,7.275971905553552,1.7486744534529115,0.3933369084908364,4.44574209972378,8.75889768961635e-06,0.0008732477478889,3.0588625257369055
OAS2,429.7454687724453,0.6074232509239504,0.1369383141321378,4.43574360304904,9.175500549728696e-06,0.0009015403884964,3.0450148123600917
FRAT1,144.9318219095077,-0.4242565633467458,0.0958488660565659,-4.42630759028873,9.585980846462912e-06,0.0009354210213668,3.028992874580368
EID2B,34.837631441993565,-1.1706915587768074,0.2647875082636731,-4.421249198852096,9.813192027043208e-06,0.000951078549723,3.021783613133578
SRF,218.85284409748047,0.3414936241345183,0.077439444988247,4.409814974608178,1.0345897744026028e-05,0.0009959324672914,3.0017701094448266
DUSP7,345.92382095971016,0.424365207675181,0.0964972680420521,4.397691419515096,1.0940838003503302e-05,0.0010461350270866,2.980412256449666
TBC1D20,282.9508812557365,0.3288511427805764,0.0749623044239657,4.386886786733325,1.1498460051926796e-05,0.001092123735732,2.961728154029349
IPO13,124.4693061873593,0.4742280942220729,0.1081733730132048,4.3839632712958245,1.165394301519962e-05,0.0010995611002486,2.958780632821121
CHRNG,7.54267732242143,-2.096981977808018,0.4792060815380541,-4.375950261477421,1.209045841884412e-05,0.0011248123983913,2.9489199052303237
ORC6,20.382055979966125,-0.8016980449020427,0.1832566821113725,-4.374727489690216,1.2158426991806258e-05,0.0011248123983913,2.9489199052303237
PRECSIT,2.407283616532481,-2.864162275662547,0.6546563938833257,-4.37506194459166,1.2139799954114608e-05,0.0011248123983913,2.9489199052303237
NFKBIA,1250.4333397545752,-0.5054529812340989,0.1155880535307074,-4.372882541012931,1.226167026514059e-05,0.0011270452662416,2.948058640755888
LINC01709,53.24787510341176,-1.5807557059166406,0.3620128354776833,-4.366573643254393,1.2621074728609333e-05,0.0011450341061424,2.9411815771766316
MED26,43.02353903330354,-0.5259544070261032,0.1204895014307459,-4.365147176979627,1.2703719571529229e-05,0.0011450341061424,2.9411815771766316
SLC43A2,455.3264424770693,-0.9391572383331026,0.2152126078410933,-4.3638578973335465,1.2778860312813644e-05,0.0011450341061424,2.9411815771766316
TXLNA,459.95722653627394,0.5079817272422991,0.1163409158836207,4.366320510579856,1.2635702877714538e-05,0.0011450341061424,2.9411815771766316
ORMDL2,159.7677977947426,0.3735164476628412,0.0856969007280294,4.35857591686128,1.30911511158252e-05,0.0011656851871697,2.9334187222488173
PLEKHB2,418.1210720470072,0.238014087082067,0.0547921349163381,4.343946215008588,1.3994579218117515e-05,0.0012383898765249,2.907142606877061
MON1A,27.40839189032911,0.7872121445693494,0.181992084471289,4.325529579246835,1.5216584735126356e-05,0.0013382140908725,2.873474401480984
HMOX2,568.72458894124,0.2915479847837848,0.0674432179295873,4.322865867523837,1.5401537782894927e-05,0.0013461699925945,2.870900094507153
ATG16L1,148.07322871097296,-0.5788370590001007,0.1341903757529137,-4.313551219693432,1.606528984771127e-05,0.0013956230759776,2.8552318583075587
ATP6V0E1,952.988201443378,0.3067575760047124,0.0711373334697114,4.312188284866234,1.6164668582338462e-05,0.0013957456563186,2.8551937150374815
CCDC163,14.039868762414,-0.90140084422119,0.2092687631455786,-4.307383627981433,1.6519695725480704e-05,0.0014048797787589,2.852360838503047
SOCS3,423.9497843924393,1.0304096376376743,0.2393996085957057,4.304140861724689,1.6763498448025512e-05,0.0014048797787589,2.852360838503047
CIR1,494.52965260495074,-0.4684526346815442,0.108827766788791,-4.304532276130412,1.6733889570024282e-05,0.0014048797787589,2.852360838503047
SEMA4C,383.1328502847378,-0.4952567387362103,0.11506259320332,-4.304237588849336,1.6756176800636255e-05,0.0014048797787589,2.852360838503047
ZNF830,66.13302451239443,-0.3793584567737418,0.0880951062307333,-4.306237576695228,1.6605471254233046e-05,0.0014048797787589,2.852360838503047
KAT7,1030.8073375417098,-0.2342257184102925,0.0544780263478877,-4.299453084342033,1.7122011547763373e-05,0.0014265339094794,2.845717900470448
THAP8,39.92488221703015,0.683002975117565,0.1593743527354343,4.285526268152871,1.8230710417680083e-05,0.001510075182097,2.8210014299538173
PYCARD,96.37073887915868,0.4935222805770752,0.1155900138535978,4.269592710683059,1.958302376967501e-05,0.0016095616613735,2.793292381090015
CCDC28B,46.45248550812394,0.5735560837570379,0.1343618117869984,4.268743299370559,1.965773349329651e-05,0.0016095616613735,2.793292381090015
MEAK7,56.35947478927941,0.4845028224206931,0.1136219141260222,4.264167050409953,2.006492922971022e-05,0.0016335145527753,2.786876992096498
ZNF687,245.68886887808915,-0.3121930797136129,0.0732827072339336,-4.260119358268624,2.043177644476183e-05,0.0016539290852756,2.7814831154205555
RBM14-RBM4,172.78980606785154,0.2906801861217364,0.0684357976159481,4.2474873713460894,2.161813465658832e-05,0.0017303009238899,2.7618783603279615
C14orf119,64.89685415319147,0.559862539662258,0.1318037981514917,4.247696557414583,2.1597965201306443e-05,0.0017303009238899,2.7618783603279615
SLC5A3,52.16806786844106,0.527335323032285,0.1244406721956927,4.23764444315287,2.2587710145908464e-05,0.0017978050639595,2.7452574006096704
RTN4RL1,3.479247330770762,1.717301875245805,0.4058810695214228,4.231046984454553,2.3260607384167827e-05,0.0018410770744568,2.734928029904122
GCC1,291.630166262225,-0.4398728687725597,0.10411053027862,-4.225056462543935,2.388808769303491e-05,0.0018734188463149,2.7273651151461027
SKP2,84.04271080137698,0.360113988597927,0.0852413259526565,4.224640860208302,2.393221239764981e-05,0.0018734188463149,2.7273651151461027
FBXO22,28.794497263365,0.5699541762098883,0.1350039649885078,4.22175879247995,2.424034328238345e-05,0.001887170331935,2.7241888995801746
VPS18,119.15781552814757,-0.3672152849157568,0.0870202331798465,-4.219883945344356,2.444281137005509e-05,0.0018925909434194,2.7229432424613096
ARMC6,79.45197849995188,0.3543550285558009,0.0840077873853094,4.218121195485353,2.4634640503429525e-05,0.0018971336392019,2.7219020751610477
NOTCH1,418.6899992704421,0.4453345663500099,0.1057577886573944,4.210891434130535,2.5436497272842754e-05,0.0019379346344716,2.7126608755654598
TAF11,17.62602335004563,0.5961169513885592,0.1415627423279572,4.210973463678316,2.5427261655980427e-05,0.0019379346344716,2.7126608755654598
C7orf50,247.86121541687015,-0.3761174017379223,0.0893666475618436,-4.2086999120968605,2.5684422957350885e-05,0.0019464147546456,2.710764611929232
MIF4GD,55.01148458774878,-0.3646970993171204,0.086703395516185,-4.206260863786379,2.5963053215857856e-05,0.0019468190482438,2.7106744131442175
RIMBP3C,2.9016945874569093,3.323497956900684,0.7899788848374548,4.207071885958729,2.5870086755905013e-05,0.0019468190482438,2.7106744131442175
GRK4,4.977431679878403,-2.2972520940242416,0.5464225348431924,-4.204167924156876,2.6204434505944237e-05,0.0019546313005559,2.708935150920341
SIT1,486.192856459508,0.5508134640542173,0.1311331627660596,4.200413171127912,2.664283312239953e-05,0.0019667380491959,2.7062534801236433
ATOSA,258.8833454522695,-0.2168580959110027,0.051623961635373,-4.200725574737962,2.66060930357083e-05,0.0019667380491959,2.7062534801236433
AVPI1,41.85779787171359,-0.9976396014783572,0.2376601973209226,-4.197756345927804,2.695724365751115e-05,0.0019796899504565,2.7034028215312196
KLHL28,90.11866281986048,-0.310887847075916,0.0741140639837264,-4.19472135739553,2.732072318523314e-05,0.0019930201231052,2.700488316297291
ST6GALNAC4,48.64618235878405,0.4262248869860561,0.1016294506233539,4.193911158347951,2.7418540333307964e-05,0.0019930201231052,2.700488316297291
FGGY,193.73393195160295,-0.5821970079437416,0.1389957728575105,-4.188595062819443,2.806867303934797e-05,0.0020299207349826,2.6925209202305127
