gene,log2FoldChange,pvalue,padj
11,28.692390728524792,0.0009016839415648198,0.029770231074941235
31,34.61573447606709,0.0007458810968652594,0.026750761344597106
145,-11.768738030746384,0.0012394180317963097,0.036248135953355354
238,26.938681603433523,0.0008099280944424183,0.027547845423202773
281,-26.297731127482365,0.002155360633228435,0.04919873494201613
396,4.569932982580957,0.0002313940571835254,0.012645600774693832
470,-11.345479696845839,0.0021270476158668163,0.048700934250748784
483,12.482523625386367,0.0011640625284153495,0.03500135000098683
544,47.53674916103927,4.544082114097504e-05,0.005665570318311996
567,9.709444038905756,0.001286381577108635,0.03718586435448784
615,-10.516888305373364,0.0019136965506767257,0.046485530613702496
703,-14.341635665400185,0.0006995283136757702,0.026186842422452457
852,4.385893894069752,0.0011480378153305541,0.034799024791011574
1237,75.5821334648997,1.7915409078396548e-05,0.003353316694248874
1281,17.46048571537827,0.00035976743770723096,0.01704796712730404
1326,4.55638784680244,0.00014635974621259978,0.00999259342161426
1363,-34.29047531471467,0.001944486582316241,0.04666144564680031
1375,5.3183343613899,0.0003506081304492694,0.016822376506571726
1451,-26.677520451732914,0.000612482141282086,0.02439177548818605
1468,-21.533429836934694,0.0012600414053544062,0.03670789884003284
1505,25.73602356599961,0.0010738735566124904,0.033086795548797183
1624,36.42846660552258,4.9603614598509454e-05,0.0057288567089547535
1667,7.605744059471384,0.0009627567378522292,0.03067301998425379
1668,-16.595651190387105,0.00025825304173338374,0.013243428242861944
1744,-16.556793869235893,0.0008131526430516646,0.027547845423202773
1780,29.630783874162326,0.0006781582147664055,0.025643285626040797
1900,9.710667615057554,0.00020648683449505924,0.011892053306650066
1947,5.6105347890566275,0.0003489100817016726,0.016822376506571726
1982,27.712821083539865,1.4238816377902732e-07,0.0001450564586642685
2023,-16.066483272056153,0.0005249470064266895,0.022204961791619345
2080,3.774244472068165,0.0020637773898087666,0.04784659384126459
2223,30.349636181930812,0.0005099518266798599,0.021989205517566703
2242,14.561341222080108,3.26841834140908e-05,0.004896769836317754
2254,-10.992573311874626,2.3203177580831035e-06,0.0009143273186720104
2257,13.442259852668528,0.0018423959213784346,0.04507849105673313
2290,8.69471824175485,5.786175963756347e-05,0.006101563301499123
2319,15.872061780393734,0.0010201277709759517,0.0320252923467905
2333,11.918106724920076,2.1142383326706672e-05,0.00370617264118131
2390,-122.84896721917269,8.477684293986097e-05,0.007556240751080227
2395,4.697625783352883,1.372119647162582e-05,0.0027765026481908787
2459,-6.690782194342944,5.118359592034184e-06,0.001533297782035822
2504,7.312410757254663,0.0011480052810150187,0.034799024791011574
2506,-11.782025196406886,0.00017524114447759598,0.011069923081950643
2541,98.42799229402004,0.00030523310294429363,0.015034738432525832
2611,345.08814919181725,2.2561739316152924e-06,0.0009143273186720104
2727,35.208846362743486,0.0003095892414780936,0.015149638241480303
2769,4.377902897225306,0.0020641712048522056,0.04784659384126459
2798,26.145723335875388,0.00015443347905648585,0.010323602300856334
2808,7.532668598953905,0.002045633051822197,0.047712319809946384
2829,101.36619377808634,0.0002928273264204131,0.014615987952730886
2846,8.802720095716257,0.0016526449626798648,0.043438208154388855
2863,-8.186522867514828,0.000903668819610336,0.029770231074941235
2892,27.355910051391504,7.80250544732624e-05,0.007212019541250809
3016,-24.658211337600072,0.0001481471710697453,0.00999259342161426
3051,13.990596952044061,0.0016780137663587366,0.04368006896726764
3134,-82.470358574936,4.615998255870599e-05,0.005665570318311996
3147,4.166020848093871,5.7028535035967574e-05,0.00609960916877556
3165,-23.26576807963666,0.0007505577643323945,0.026750761344597106
3221,14.392713109696555,1.3647093270100825e-06,0.0006811719154216325
3284,4.808522167212439,0.0005617190686037145,0.023235307550475197
3392,-15.706989990877448,0.001930946977542604,0.046485530613702496
3433,-76.16506950521708,0.0012179221621862251,0.03575914991485595
3466,-6.905047056812041,0.0012996436895627633,0.03731152969045618
3538,23.766214983388615,0.001787180972413419,0.04453476629710186
3610,-35.82365801911858,4.290537856049283e-05,0.005444619818345929
3647,-7.839833269530343,0.001926866226359085,0.046485530613702496
3672,13.09386988471674,2.06924044028062e-06,0.0009143273186720104
3693,-4.8599453961153465,0.0009065864411762523,0.029770231074941235
3699,7.464094725808842,1.749233920391482e-05,0.003353316694248874
3705,-92.24949256999203,0.0007276734678545202,0.026319281419453104
3743,-97.55018299876635,0.0009539625784195503,0.03052272574626997
3789,-21.050987778413628,0.0005749723390378907,0.02338106327976317
3810,-6.943530981658901,0.0005036171629295022,0.021921986621239436
3856,43.67003607314122,8.440871551614522e-05,0.007556240751080227
3903,64.1213838498783,3.1261034072850374e-05,0.004876070043821474
3913,-7.110873446204492,0.0005110353626361167,0.021989205517566703
3955,113.77787869492377,0.000718847858208321,0.02625372641173512
3963,3.950435778967115,8.166310454504772e-05,0.007456239801570393
3981,-6.745386292069923,1.2248260476227395e-05,0.0025472979495976254
3984,3.411936435301754,0.0020733127567016444,0.04787516714453349
4061,11.212738146526892,0.0005807312934005096,0.02338106327976317
4175,-6.02496562209332,0.0004450379191329425,0.019952089224840364
4186,-5.605806009248599,0.0017103724134817408,0.04400535484445977
4192,44.55930696043261,0.0017845427657146847,0.04453476629710186
4235,32.05503539968794,0.0001113284083060032,0.008351874768477778
4286,193.82794978979334,7.440462666548261e-07,0.00039790531417462023
4287,24.018330078442165,0.0006667903767638953,0.025389627799643356
4289,-17.35843848550519,8.912975668734167e-05,0.007759470794396827
4297,-19.811964998860255,6.239917024790719e-05,0.006458804337981127
4348,22.855234197414717,1.1314449995566631e-05,0.002519501904369588
4415,-3.8237606792085104,0.0007139411690570204,0.026240462851654402
4482,-5.9967832601643565,0.00042081711377954105,0.019094895338590448
4535,11.712293549491898,4.1389419613796346e-05,0.0054070742320028444
4555,12.424076888135012,0.0009290736633841862,0.02998264878343708
4654,22.800824035809743,3.270181538879227e-05,0.004896769836317754
4662,5.914630399717561,0.0014694683495604982,0.040152954500581935
4718,40.875269335275334,0.0019983619175195917,0.04749757357609264
4732,90.24118681110822,5.636925549725201e-05,0.00609960916877556
4780,-12.61066723268939,0.00018598274025666828,0.011507874184311368
4827,2.8788925160175682,0.0013740677668973242,0.03853050700659276
4847,-10.322551472134661,0.0006461874729183465,0.024938173246080723
4881,10.08408366772164,0.0006519462296198506,0.025031391903404213
4895,4.251341797892813,0.0010695691782604648,0.033086795548797183
4912,-38.810058818261176,9.40655541417834e-05,0.007813580767059538
4952,-25.122515144154,2.3012592244879183e-06,0.0009143273186720104
4975,-483.4802584458822,0.0021069834894260793,0.04838952572188054
5012,-9.347759948205333,0.0001997800765964596,0.011777586090375535
