gene,log2FoldChange,pvalue,padj
2,-8.559287744862909,0.08641935497163789,0.3566823101833808
3,-1.5783211192737883,0.2985652325057031,0.628910922484183
5,-1.2012464990782359,0.976695928136007,0.9916629256786391
8,1.7253335781217263,0.7316366724222114,0.8996163190055998
9,-2.4647672883904876,0.4042891324853358,0.7156519472726922
11,28.692390728524792,0.0009016839415648198,0.029770231074941235
12,-5.125532309979675,0.2584978989583575,0.585718192873356
13,-2.694138482122927,0.5603617284976365,0.808211955550338
16,-4.0707333555346725,0.2759840984789944,0.605343535992891
17,-5.482902361041637,0.00275417266251184,0.05643410143304861
20,0.9221051343974476,0.721379246497356,0.8953856794638104
21,1.3284545045278855,0.68384153304043,0.8788056227040336
22,35.72561266068559,0.45828608444794716,0.7534809293881942
27,-0.4070149618910226,0.8564153014363074,0.9478169049303228
28,13.785879550982592,0.5065489992329539,0.7826108867637486
29,0.6604214684772571,0.7260187576843458,0.8980768927260995
31,34.61573447606709,0.0007458810968652594,0.026750761344597106
36,-0.0015155738864773838,0.9990357699760556,0.9998023123003597
37,5.091811298730047,0.029338058778763016,0.2052841552117745
38,-31.275265600379186,0.16528296667485817,0.4824960134949595
40,-2.0293443531488604,0.1853705336228971,0.5064384558462075
41,-0.8613407239901774,0.9141779440673444,0.9747152189165775
44,-3.733033432251096,0.6923375100919127,0.8826819203709054
45,-1.8585151107241296,0.5292919791549355,0.7930376321659
46,1.3528463262570485,0.7114625525509195,0.891486942422667
47,-20.572503665472535,0.05807593586037912,0.2872400624685412
48,13.986053674462395,0.184958315622696,0.5064384558462075
49,6.783994344875129,0.12358400455619281,0.4217290073437628
50,9.815612011128438,0.003184142368676678,0.0612845087770753
52,4.722681129196597,0.6798624495273173,0.8776827199555673
54,-0.0969095080303094,0.9708797238663045,0.9897740300699124
57,-3.841114870543996,0.19435731808268047,0.5180299731822811
58,0.4778992026404263,0.7716509597677019,0.9131725003549614
66,-6.494056066806419,0.1543017418547656,0.4682299132722401
69,-0.3169511488312855,0.6272435607338669,0.8506018002561966
70,-2.4430396858401147,0.08440303779747649,0.35319728129305583
72,-16.579075181506845,0.0462503913727769,0.2615382781027044
74,23.84938007032173,0.05205692970448513,0.2733171337289482
75,3.8116804314537944,0.6137896586471633,0.842325717463894
77,0.3060929105499284,0.9244126870933519,0.9780833036022926
78,1.795820549741603,0.22397226815572469,0.5499771635558907
81,2.9507927719402787,0.4665450307000897,0.7572249014341862
82,-0.167839959941116,0.8971943255580274,0.9678536327459369
85,0.5601337483154121,0.5020015171437826,0.7785678703905426
86,8.47221300652824,0.4403924691034595,0.7431188677434306
90,-1.7222835390662752,0.8872194144192024,0.9620290778620512
91,-20.270744296959528,0.0029995517720935753,0.05898299386174623
92,-2.220476320023191,0.8692949172141312,0.9544951232304948
95,-0.33033208106738665,0.6457049047415171,0.8610575679928922
99,-47.062064713979126,0.008771835145356628,0.11128203340426936
100,-29.301769621078947,0.013671111650591521,0.13720591545305458
102,1.2082605912679814,0.6284950469193631,0.8507931205865573
104,-12.496692279942401,0.3313214209578267,0.6616707065114026
105,-11.41592773452846,0.0469265302589269,0.26244945282504817
106,-7.257294157215455,0.9575572311543188,0.9858678478619891
107,0.3167432114677631,0.915714946948454,0.9754634166274843
108,4.969793101982415,0.041739535112285286,0.2488088370905095
109,-4.486344527182794,0.464841973955486,0.7572249014341862
110,2.340641917755515,0.7515822848908231,0.9065726706907674
113,-2.8362070317016386,0.25742910905381333,0.5845834817973614
114,-1.6935449518988361,0.19526512669147283,0.5189740871633146
116,-0.14622806426850055,0.9823961517094784,0.9930066137233515
120,-5.134970004244435,0.029844261734986194,0.20719309407495884
124,-13.760208512608557,0.2344895611638774,0.5618600640497192
128,-7.892164088558044,0.014873477343352438,0.1435022227702058
135,-10.54152148423162,0.012984785027139852,0.13448528671605012
145,-11.768738030746384,0.0012394180317963097,0.036248135953355354
149,5.789353668028458,0.03951483785116989,0.240552964628199
151,3.831694606535069,0.48376616128483063,0.766938108227838
152,-4.108071928680798,0.38635631108906554,0.70415036541476
