Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCDC107,76.42799640264471,0.2187115508249642,0.1469238066141387,1.4886052564603052,0.1365913466276679,0.45425231452016446
LOC283683,9.867438532270665,0.7844303215563652,0.5270036892811479,1.48847216349919,0.13662641791400182,0.45426291155677573
TIA1,160.37397996409197,0.28849905757917965,0.1938761447450597,1.4880585641856336,0.13673544969656995,0.4544133314268794
EXD3,106.85262225592552,-0.19970483366997435,0.13419657277936362,-1.4881515193261659,0.1367109393004971,0.4544133314268794
MADCAM1-AS1,1.29451046003904,-1.2931832903535718,0.8692259678130109,-1.4877412068201845,0.13681915598393388,0.45447948596481835
KIF18A,7.193721435850224,0.3012985776732333,0.20251103694920417,1.487813119779778,0.1368001847335225,0.45447948596481835
KLHL6,175.01019027809932,0.29046400409210504,0.19526761222679784,1.48751757027038,0.13687816617976292,0.45456951831307285
IP6K2,154.84141028093893,-0.23240102603914742,0.1562757062005046,-1.4871219058256735,0.13698261687496927,0.4545984958345416
ZNF823,69.94206922242174,-0.4737718190881217,0.3185497487781888,-1.4872773276553939,0.13694158003492118,0.4545984958345416
KDM6A,35.9828351679595,-0.25041079139803,0.16837514902353334,-1.4872194195535993,0.1369568687057787,0.4545984958345416
KPNA3,152.1716179043199,0.10894021238054848,0.07326341227802896,1.4869661266544456,0.13702375758449922,0.454627044041738
OAS3,174.52983775538215,0.2166517378989069,0.1457129790070421,1.4868389856228001,0.13705734212974288,0.454627044041738
GATA3,939.5232543012713,0.24193458549375124,0.16272967321371276,1.4867269178130698,0.13708695031959756,0.454627044041738
USB1,397.0682436414934,0.24966050622624592,0.16794935739537153,1.4865225452367596,0.13714095802806736,0.45470030929156985
ESRRA,221.76796612373008,0.20415499485858782,0.13735879675285803,1.486289918700383,0.13720245212751858,0.4547983563193944
GPT2,3.940150255710301,0.4488010346268575,0.30206553861969343,1.4857737055265579,0.13733898742833103,0.45503919857940284
TREML2,25.96155676362688,0.5068971147186246,0.3411502726473389,1.4858470162872335,0.1373195907887291,0.45503919857940284
KBTBD11-AS1,1.6085565932784553,1.0526407100380464,0.7086657400250386,1.4853839413781373,0.1374421471252667,0.4552751151112938
ATIC,312.7921305711779,0.1167850076253623,0.07864341296307285,1.4849941428686328,0.13754537566606026,0.4553359765759894
PRSS16,7.994749591903471,0.4289608628349067,0.2888952376865688,1.484831893630242,0.137588360999483,0.4553359765759894
ZNF534,11.463885738351118,0.9238109389382955,0.6221230678662018,1.4849327836481654,0.13756163058970924,0.4553359765759894
FIP1L1,408.04017540560295,-0.12326264105323012,0.08300545621028327,-1.4849944410998794,0.13754529666401,0.4553359765759894
LIMD2,3149.4294697043574,-0.09933673037290874,0.06695653885730787,-1.4836001392575981,0.13791503243552775,0.45620512354515064
ZFR,291.00058914688026,-0.15272849318575704,0.10294037509377675,-1.4836597695182698,0.13789920423961005,0.45620512354515064
LINC01252,9.461482593734829,-0.6184850455493807,0.4171645981176395,-1.4825923588438568,0.13818274852130294,0.45698459103598027
TRPS1,72.10893364984274,-0.25460603973402046,0.1717643902966749,-1.4822981602546363,0.13826097762049316,0.4571371891759494
MFAP1,99.12849402182428,-0.105383832483901,0.07110813288601289,-1.4820222133076173,0.13833438451543956,0.4572737763785307
MFSD10,174.60875811344863,0.21555172827901467,0.14550385134656366,1.4814159644861205,0.13849576316023557,0.4574873641720306
SNTA1,30.938969394895533,-0.256813344032899,0.17333629345886992,-1.481590144269682,0.13844938303632548,0.4574873641720306
PPP4R3A,150.11587278555194,-0.2320588662495378,0.15665780613510627,-1.4813105837152059,0.1385238294794594,0.4574873641720306
C2CD4D,4.73640498817999,0.5127934660309355,0.3461786939832884,1.481297014933248,0.13852744360483893,0.4574873641720306
NDRG4,1.3777418750856243,-0.8869410770902701,0.5988206809876025,-1.4811463686048487,0.13856757402651415,0.4575138417510422
CEBPD,2.456631699258674,-0.6507588294312936,0.4395911509251173,-1.4803729057370127,0.13877375654509164,0.4577702499416348
SLC6A16,5.697627125634202,-0.28018149669257997,0.18924699932332145,-1.4805069443341625,0.1387380088691166,0.4577702499416348
RPRD1A,77.05208648590002,-0.3220043167319222,0.21749478996048077,-1.4805150817195714,0.13873583888218965,0.4577702499416348
MRPS6,314.78022934905175,0.11361756453155418,0.0767436962801272,1.4804807435496885,0.1387449959788757,0.4577702499416348
NDUFB3,1.5774780290046024,0.5334629032789237,0.360398077386688,1.4802046313541963,0.13881864484177323,0.4578123224677646
ODR4,3.4795816923623564,-0.47616660762727453,0.321755709789489,-1.4799010340447727,0.13889965970555998,0.45786752703033623
RAMP2-AS1,4.656637298562689,0.5993575188990737,0.40498970885879204,1.4799327138163205,0.13889120426551776,0.45786752703033623
NHLRC2,28.755100601745216,-0.21243997435475684,0.14357411703039422,-1.4796537060352175,0.13896568603197085,0.4579277866653999
TNFRSF11A,8.566998919487755,0.7910993587785651,0.534674073667671,1.4795917695277598,0.13898222429572465,0.4579277866653999
SLC18B1,104.9798572175535,0.16295316539429983,0.11020727988429943,1.4786061825078651,0.1392455993894382,0.45861081752569205
C1orf52,110.84697890194452,-0.12328607210291921,0.08339250262086602,-1.4783831666909493,0.1393052484318652,0.45861081752569205
ANKMY2,63.222249525483925,-0.18941739658751997,0.1281209529182033,-1.4784263797073876,0.1392936889034597,0.45861081752569205
VGLL3,3.1178643705652904,1.02223093544016,0.6914747523544734,1.4783344322543388,0.1393182858321889,0.45861081752569205
TRPC1,11.46915777741778,-0.28209541169175284,0.1908591854427573,-1.478029003620364,0.13940001526597542,0.45872005196651144
CCSER1,1.2198220623159732,-0.9590120244559636,0.648871195890429,-1.477969788965492,0.13941586474450723,0.45872005196651144
MYT1L,6.454721938690365,0.5807583866015625,0.3929768188190896,1.4778438798165343,0.1394495703766544,0.4587250125043166
FUT9,1.5533818305603424,-1.5810378646325,1.0701933984072238,-1.4773384576895816,0.13958493401899322,0.4589583556354942
BLCAP,8.196470252143907,-0.39851625322290074,0.2697484562671767,-1.477362498149698,0.13957849314219795,0.4589583556354942
RPGRIP1L,17.082948024289426,0.36471305894896006,0.24698810381402742,1.47664220793231,0.1397715712687829,0.4594659842792686
ASIC1,12.408232055392283,-0.7510892208526692,0.5087127484176922,-1.4764505571933637,0.13982297900580012,0.4595289462273666
PTCD3,359.92026662561886,-0.08717915980678446,0.05905833478554165,-1.4761533680784917,0.13990272476753227,0.45962973031313437
TBC1D3I,395.33601453359955,-0.5129568556439008,0.34750918269778996,-1.4760958305092955,0.13991816806121035,0.45962973031313437
SDHC,594.2453357026386,0.1171915360441158,0.07944501959287988,1.475127536561384,0.1401782585175317,0.4603779735129724
MOCS3,81.68495176424982,-0.13324904042071276,0.09037132665953836,-1.474461484035864,0.14035738063251404,0.46042787834056237
ABHD12,73.86893188675042,-0.22000239199900098,0.14921597473447687,-1.474389001515993,0.14037688403968282,0.46042787834056237
SP1,695.5184201446297,0.0909878161165386,0.0617016472611242,1.474641604485436,0.14030892331728834,0.46042787834056237
LRRC8C-DT,61.183235880299556,-0.1680515849808145,0.11397742759656526,-1.474428652449064,0.14036621461192023,0.46042787834056237
MVB12A,4.354108847419573,0.35195054595070585,0.23871668334661947,1.474344151471263,0.14038895321650355,0.46042787834056237
LRIG2,191.0481273171593,-0.16610525390206743,0.11262124663949277,-1.4749015737126416,0.14023900719309698,0.46042787834056237
TOPBP1,203.54907563433264,-0.10127007086747726,0.06869353577244436,-1.4742299945506752,0.14041967652065301,0.46042787834056237
PCNX1,524.4680775354663,-0.18094321503441502,0.12276635136341617,-1.4738828109241608,0.14051314659616207,0.46054174565807066
CRELD1,74.50742965302479,0.12297197844866654,0.08343533561447053,1.4738596967702378,0.14051937117363839,0.46054174565807066
ZNF599,20.994774969252692,-0.5169167250716228,0.35075144011207765,-1.4737408488086303,0.14055137994814987,0.46054174565807066
ZMAT2,425.6821069962337,-0.09810034580400448,0.06657258341526062,-1.4735847817724412,0.14059342128042104,0.46057357392093784
LMNTD1,1.307107966095031,-0.6248717933613056,0.4241895604420759,-1.473095643160302,0.14072524807226325,0.4605743146747081
CYTH2,541.7246358668019,0.11632712678443877,0.07899305874459948,1.472624666434906,0.14085226988402494,0.4605743146747081
CTDSP1,1279.9942105459634,-0.12688755498276516,0.08616251222629391,-1.472653845671451,0.1408443977212498,0.4605743146747081
LPCAT2,4.088919831140336,-1.281705229368813,0.870131506498051,-1.4730017472039254,0.14075056465792754,0.4605743146747081
ATP8B2,1242.2328599204352,0.14487481031410496,0.09833988374534697,1.4732050191279573,0.14069576212191143,0.4605743146747081
MPV17L2,24.723404360608907,-0.2158048479978225,0.14649428209241888,-1.4731281311148898,0.1407164893614737,0.4605743146747081
CTAGE6,37.86065058191648,0.6522119124370317,0.4428793275685021,1.472662804149853,0.14084198091299244,0.4605743146747081
IL15,26.211055564775396,-0.42503735876378534,0.288620835894375,-1.4726496008047525,0.14084554290776108,0.4605743146747081
BMP1,26.51296602137839,-0.3175571875136938,0.21569156607018644,-1.4722744764640454,0.14094677278802772,0.46077757501400435
SOD1,1293.7479237248654,0.13401531079922047,0.09105762739249447,1.4717637021395402,0.14108469866507928,0.4611226661806342
CSE1L,136.95456069574252,0.18195534812598155,0.12365431463344466,1.4714840211226101,0.1411602656881008,0.46126383148127803
MTX2,61.05934279436032,0.19518964061023947,0.13273576252220853,1.4705128211214482,0.14142291584299224,0.4619475310987128
CLCN7,247.1999169619746,-0.10244276209725971,0.0696666516380466,-1.470470586551246,0.14143434622394785,0.4619475310987128
ZMYM5,154.41973614839054,-0.14186808588958807,0.09650997624933232,-1.4699836369565946,0.14156618573990945,0.4622721632446688
POGLUT1,224.72939781451268,0.17758758888566262,0.12082931075516104,1.4697393188438528,0.14163236938537288,0.4623823021616424
ZNF559-ZNF177,48.55989763426058,0.2572488362205724,0.175052385326098,1.469553446765972,0.1416827364301405,0.46244076653384003
ZKSCAN4,47.97209635014856,-0.19708610009721547,0.1341424284808501,-1.4692301483519892,0.14177037562291983,0.46262082947772304
N4BP2,85.46609244624672,0.20927771771519418,0.14245516693264568,1.4690777612450023,0.1418116989027269,0.462649707869739
MRPL52,23.78791427653862,0.22355393036554505,0.1522031817594003,1.4687861829257587,0.14189079287978618,0.46280176880913776
METTL2A,46.095130078324715,0.24800467998332965,0.16891654341658718,1.4682083528769165,0.14204763604255852,0.4629040921983723
HDAC4,257.56307616586713,-0.123803651907896,0.08432389520138353,-1.4681918050894869,0.14205212964773523,0.4629040921983723
LRRC57,93.85529368229112,-0.17689009156687552,0.1204681359493086,-1.468355845078474,0.14200758888130666,0.4629040921983723
RPGR,46.3394677712233,0.1359860641494689,0.09260388505604196,1.468470400212399,0.1419764907937262,0.4629040921983723
TRIM72,11.206315658256475,-0.6817147146223878,0.4643823630214268,-1.468003027046342,0.1421034006629829,0.4629652753820072
ARRDC1,335.7859203448975,0.12270172603307307,0.08360295040618072,1.4676721986118062,0.14219328601035675,0.46304634189475485
GTPBP3,77.8039782052058,0.16748985302164285,0.11411678070780927,1.467705730767965,0.14218417341043474,0.46304634189475485
PRSS57,1.9038347325874336,1.9198111257039674,1.308421841046755,1.4672723012389437,0.14230199551170727,0.4631227885247162
PIDD1,305.08706360087405,-0.23741992774582696,0.16181538927810024,-1.4672271210112824,0.1423142814740793,0.4631227885247162
FGF17,1.8295113831482983,-0.5487401455100402,0.3739655906270941,-1.4673546424147494,0.14227960638264128,0.4631227885247162
C9orf78,1085.6775382399067,-0.0906768758051527,0.061813851042183024,-1.4669345830479477,0.14239385170071944,0.46320206737722047
COMMD4,160.1200492574447,0.2185131169435897,0.14896266952379522,1.4668985031090929,0.14240366779758726,0.46320206737722047
TLE1,22.90450217422417,-0.776709708548486,0.5296566494035091,-1.4664400218957017,0.14252844984708588,0.4635021285029519
ASTE1,154.9197639790121,0.34973374788886413,0.2385452852707786,1.4661105017937066,0.14261818516636196,0.46368810681541733
FIG4,63.54627465973419,0.11917205254231925,0.08132084597746428,1.4654551500281285,0.14279678025336853,0.4637606380466301
ZBTB46,3.243893594686599,0.663044029283708,0.45238462307397714,1.4656643826182445,0.14273974198373274,0.4637606380466301
ZER1,257.624745051741,-0.0812415316262619,0.05543864467757462,-1.4654314169971898,0.14280325114835166,0.4637606380466301
FAM201A,1.468176653592053,-1.0782227364106898,0.7356214275476483,-1.4657304641127387,0.14272173133958743,0.4637606380466301
MOCS2,7.42549552456344,-0.3404442596797319,0.23227845352046755,-1.4656730080637168,0.1427373910022442,0.4637606380466301
PIAS1,184.26546973691967,-0.2787525100072783,0.1902706948553709,-1.4650312294237662,0.14291239760403646,0.4640093274076361
DNAJB4,11.646463082467685,-0.21893072625355178,0.1494657644435329,-1.4647550030512988,0.14298777243780436,0.46414827840542233
CDH6,4.271903755841696,0.6831930890833329,0.46655907221107784,1.4643228044963332,0.14310576913763762,0.46437631042993527
REST,268.61112199037456,0.09788683137298614,0.0668507655673221,1.4642589436677302,0.14312321043713383,0.46437631042993527
FAM199X,44.1158621157883,-0.20285668766860226,0.138575748730914,-1.4638686027416588,0.14322985354460607,0.46448360669522876
GLO1,326.6959422084698,-0.15472544777621147,0.10570267019130676,-1.4637799357024803,0.14325408632124906,0.46448360669522876
C11orf24,32.35095446730297,-0.3201839248929594,0.21873503377893408,-1.4637980910573076,0.14324912419137564,0.46448360669522876
CWC15,290.41828437654226,-0.1054287430445537,0.0720556150689858,-1.4631579085629425,0.14342417530725995,0.4648235272071275
MRPS2,145.1511725885176,0.11236600522316832,0.07679635662486313,1.4631684387328001,0.14342129461720504,0.4648235272071275
NFXL1,30.79385735231579,-0.25088256925585434,0.1715027385382493,-1.4628487649478636,0.1435087660818155,0.4648861733441622
SNORA30,228.5451134912642,0.3013860423322054,0.20601693534735638,1.4629187732748827,0.1434896063959129,0.4648861733441622
LOXL1,1.2804287892333728,0.8197439688909047,0.5606683405818327,1.462083569834203,0.14371831053032894,0.46537882660964136
TRIM61,30.337197075729616,-0.24026258900067918,0.16433212953911477,-1.4620548621533638,0.14372617653417716,0.46537882660964136
PRDM10-DT,9.410643474595464,0.2552666645682191,0.17464184655733572,1.461658071076418,0.14383493248383228,0.465620697051914
DCTN5,461.6784428145289,-0.18459594116521483,0.12630201669025423,-1.4615438929840834,0.1438662390975311,0.465620697051914
IL17C,10.649132779212415,-0.6737479516241787,0.4612202004399952,-1.4607945423496977,0.14407183404182206,0.4661801997714828
FCHSD2,25.240608265229444,-0.11779933715167358,0.08066697434966037,-1.4603167913681585,0.14420302931755888,0.46649876446123095
LOC105373170,2.728827626971858,0.5203644438689395,0.35637421500320593,1.4601630027140384,0.14424528072451623,0.4665295152059438
STAT4,242.35329580331626,-0.15934811162569387,0.1091409765721372,-1.460020943832879,0.14428431796172433,0.4665498588290256
EPAS1,2.0139302860789075,-0.6750741272962293,0.4624484039818837,-1.4597825865189389,0.1443498358320577,0.46658465018962475
RPP30,13.677987404746897,0.22394335055517306,0.15341513668770942,1.4597213507753821,0.14436667153500113,0.46658465018962475
SMIM15,194.75723513243324,-0.13395592932357883,0.09177424569574334,-1.4596244110540477,0.14439332650284661,0.46658465018962475
LBHD1,106.71947246506467,-0.36855038440608734,0.252539033849645,-1.459379877985565,0.14446058113827637,0.46669612233039076
SCAPER,24.2765739358167,-0.21270556763981016,0.1458017356497279,-1.458868556618634,0.14460128891152024,0.46701616160118237
BABAM1,330.4127627003688,0.0971745170085833,0.06661347489321413,1.458781682900653,0.14462520565623757,0.46701616160118237
CDK10,647.0504946996169,0.2886269104571544,0.1979364787213385,1.4581794741508607,0.14479107991285722,0.46738341024557956
AKT3,847.8934102663504,-0.14905993799270673,0.10222673968630058,-1.4581306070224038,0.14480454641847323,0.46738341024557956
CCDC32,52.920357875057114,0.1888698296677739,0.12956730726702972,1.4576966493447732,0.1449241759338229,0.4676635865298244
CD151,158.48217239904415,0.23611911693183774,0.1620170878341487,1.4573716889266934,0.14501380763898017,0.46774093670648637
NUMB,236.96024000621895,0.09277323058636623,0.06365342858997662,1.4574742106032454,0.14498552517188532,0.46774093670648637
MAP2K6,90.31391254093548,-0.1407236603279261,0.09663928027619728,-1.4561745485452156,0.14534437343875242,0.4687010612000692
FMO5,17.311683491303736,-0.4092319259354107,0.2811485931263144,-1.455571665448637,0.14551106559252816,0.46913241717509585
FAM111B,5.6024387232746,0.5655031604744402,0.38860830825716547,1.4552009014182288,0.1456136514272814,0.4692507785307573
PHGDH,66.66090226355021,0.3790866814157689,0.26048417236560373,1.4553156069832145,0.14558190789822043,0.4692507785307573
HSF4,69.75646892207087,0.3632844125679435,0.24968341530818167,1.454980148038849,0.14567475745899627,0.46934153539536855
B4GAT1,8.127884034844824,0.2430362482278316,0.16716722347483817,1.453851079032925,0.14598759843630246,0.4697517418543167
GSS,148.52718334094308,0.09943652870878497,0.0683973527949686,1.4538066846952542,0.14599990966034354,0.4697517418543167
FCER1G,26.489728677672105,0.6886963694032334,0.473714395208238,1.453821915419084,0.14599568585978007,0.4697517418543167
RBM15B,145.9949180952372,0.0814132132205482,0.055988302286269755,1.4541111249324932,0.14591549971707726,0.4697517418543167
GSTM3,37.12215575230929,0.4118458272217369,0.28326680321659004,1.4539149047650086,0.1459698999838498,0.4697517418543167
H4C3,300.43305538885426,0.1827491513515608,0.1256854919536868,1.454019461680598,0.14594091059292588,0.4697517418543167
PRICKLE2,12.8303430545999,0.46795643368245016,0.3220794660362846,1.4529222848057362,0.1462453328057521,0.47043514483710774
RND2,2.8605191766847273,-0.4258428083906537,0.2931219997711061,-1.4527835124050295,0.1462838711254022,0.4704528920820779
NRIP1,103.80013858890841,-0.350961599703694,0.24166088509901387,-1.4522896395082603,0.14642108702522263,0.470681684758201
FOXE1,3.755530583412377,-0.3543800480050201,0.2439981610023454,-1.4523881923913915,0.1463936975787738,0.470681684758201
CEACAM4,6.708262601454306,0.8938601215333488,0.6157690720659991,1.4516158119704061,0.14660845969290967,0.47117769574664653
LIN28B-AS1,4.1359251201932405,0.48082517771748684,0.33133075694369507,1.451193913154269,0.14672587134235388,0.47120227408826354
INPP5E,126.09506731496185,-0.09357558983643037,0.06447505001896583,-1.4513457501607891,0.14668360782642675,0.47120227408826354
SLC19A1,11.599308043445562,0.254367547515016,0.17526866696272164,1.4513007482912967,0.1466961330324244,0.47120227408826354
EDRF1,103.2327043363529,0.17939498649850782,0.12362578852434664,1.4511129808743595,0.146748402479794,0.47120227408826354
ZNF461,49.63380344551708,-0.17689071345541843,0.12191255655351926,-1.4509638584911795,0.14678992432723678,0.47122939429701277
DHRS4L2,124.11774894210598,-0.361990434703302,0.24963019940873604,-1.4501067401327958,0.1470287558483422,0.4716302600663661
NIT2,73.98759243806515,-0.23679602087792984,0.1633030334584764,-1.4500405526033338,0.14704721100686446,0.4716302600663661
HMGN3,26.434125064343295,-0.3193375428402766,0.22021359385303343,-1.4501263852648292,0.14702327851044025,0.4716302600663661
TTC7A,364.47069793958514,0.19526290574836933,0.1346520351352427,1.450129628952506,0.14702237413990335,0.4716302600663661
H3-4,17.531099858611128,0.270193535826297,0.18636962057468148,1.4497724199531,0.14712199292075198,0.47176390572630056
H4C4,36.36743978255875,0.3090286896723374,0.21322006178098069,1.4493415257977513,0.14724222975635703,0.47204321497273144
ZNF462,4.572452751332792,0.6002819694111421,0.4142111612425249,1.4492172726839458,0.1472769153344972,0.47204819184939967
CD5,3250.0835531588937,-0.13990617986200168,0.09654890803215312,-1.4490705561932358,0.14731787966481968,0.47206662255716825
RAB31,1.3333705493294685,0.9711464146299987,0.670237169456831,1.4489593518321708,0.1473489345484472,0.47206662255716825
INTS6L,73.04217746716338,-0.2600652554222091,0.17950764764388938,-1.4487697813194644,0.14740188546792343,0.4721300949328924
POP7,115.96065854438406,-0.16455741682595326,0.11359859975902332,-1.4485866654609199,0.14745304728076067,0.47218780953225387
MAPK7,54.49946606612029,-0.20352757519666057,0.14053085237750104,-1.448276814332091,0.14753964931901586,0.4723589626624762
KIF14,1.7839830354340886,0.5680646874984747,0.3925134634473781,1.4472489236655997,0.14782721868898607,0.47312659126139817
PARP2,190.08203888393868,-0.37290322180638164,0.2576753360856334,-1.4471824407845322,0.14784583310842594,0.47312659126139817
ACTR1A,251.70914719763888,0.12906761635141217,0.089217405520804,1.446664085309181,0.14799102793146857,0.47348488096555863
CYLD,2187.0873773609637,0.15336811124647182,0.10606535802492033,1.4459774058410058,0.14818353915097532,0.4739943606385149
MAPK6,68.36630544878398,-0.17818206544754195,0.12325885717823643,-1.4455923860293847,0.14829156347920605,0.47423342421733977
MRPS18C,285.28829349513023,0.22072543536508887,0.15270549202546202,1.4454322004888027,0.14833652416799736,0.47427074951109927
LINC00355,15.429219829641983,0.2917617257932079,0.20187887896650805,1.4452315531314772,0.14839285632014143,0.47427766203167665
IL4I1,27.13120076803431,-0.6315904470146146,0.4370301484505936,-1.4451873612239272,0.14840526548306412,0.47427766203167665
GGH,6.871174711413517,0.369291510524622,0.25565368517364856,1.4444990701925018,0.14859864109417328,0.47468269947728403
CYTH4,484.07350547483327,0.15646277059493288,0.10831625161244748,1.4444994935270867,0.1485985220990624,0.47468269947728403
BET1L,277.40631395953466,-0.2180028448347378,0.15094568734926508,-1.444246925255392,0.14866952943972822,0.4747896328851133
IBA57,145.90150356431008,-0.2004304680896463,0.1387885233579346,-1.4441429539007167,0.14869876759552014,0.4747896328851133
NTAQ1,17.86449355427484,0.23920367117187769,0.16566733662380784,1.443879500007016,0.14877287406344386,0.4749198155460194
CRK,65.99387732442374,0.1302678075471818,0.09022837523043163,1.4437565479207028,0.14880746868218273,0.4749238365401114
LINC00847,18.43075942904399,0.426202653519804,0.2952645902447772,1.4434600951183407,0.14889090587621187,0.4750837034755634
IGSF8,95.40596848185473,0.25590755363000617,0.17732557517290554,1.4431508448822306,0.14897798298957546,0.4752551105357102
SNRPD2,331.9867920121858,0.1812679310056263,0.12563120505351272,1.4428575362977298,0.14906060725010628,0.47530583515941455
RBAKDN,6.629025368929423,-0.7214747325725657,0.5000064460886449,-1.4429308626246335,0.1490399481372404,0.47530583515941455
KCNMB4,11.739324881270349,0.4398564701847701,0.30490620882405495,1.4425959769110104,0.1491343173449057,0.4754344639097945
ATG4B,631.5082261571981,0.1128698922525516,0.07824917544644029,1.4424419376764983,0.14917774018260058,0.4754665020987719
ZNF845,377.47120032184137,-0.49092818718704945,0.34045216738401957,-1.441988726226253,0.1493055540339262,0.47562679854104034
CDC27,164.65131585290027,-0.21316023171247242,0.14783200932298537,-1.4419085060716252,0.1493281862759931,0.47562679854104034
C14orf93,53.68458824781698,0.13656322430179527,0.09470864911325895,1.4419298087388388,0.1493221759709373,0.47562679854104034
LRRC8D,9.069173258325884,0.8126624175043199,0.5637169551582829,1.44161428899391,0.14941121515955647,0.47575901101030216
LAX1,112.52523390864465,-0.19981966498070516,0.1386168787092372,-1.4415247756360678,0.14943648306809168,0.47575901101030216
NUP85,105.57588923224606,-0.12435921372457037,0.08630155433124931,-1.440984634497372,0.1495890237872644,0.4761382533282297
CFAP210,2.421364527332284,-3.2135448425305095,2.230558907330981,-1.4406904170828376,0.14967216339890235,0.47629647351891036
POC1B,50.80351404561962,0.28640507529602904,0.1989779712720902,1.4393808192183628,0.15004265576073858,0.4773190630157413
ZKSCAN5,27.82743957213442,-0.15346254579662577,0.10663049008823432,-1.4391994791512166,0.15009401293679517,0.4773190630157413
PEX10,76.80834307205667,-0.14149462319615977,0.09831448281193043,-1.4392042672576562,0.15009265672868768,0.4773190630157413
RYR1,1.7354981147687176,0.9371697576996271,0.6514600413748579,1.4385682899626506,0.15027287606912462,0.47778122413675933
H4C12,181.27576685382542,0.3421400156380219,0.23788444608086948,1.4382613965509559,0.15035990064107815,0.4779512504313789
TMEM30A,160.8479452912079,-0.20560888578181166,0.14299067243359023,-1.4379181682448796,0.15045727407125137,0.47800059579227516
COX14,4.910975552101523,0.6350803289630048,0.4417092545120732,1.4377790876592242,0.15049674473980554,0.47800059579227516
HERPUD2,614.8385683724548,-0.11097589507677194,0.07718807405534975,-1.4377336970111958,0.15050962818306635,0.47800059579227516
ANKRD52,91.22900947637352,-0.15365621186547956,0.10686070506188389,-1.4379112675374546,0.15045923228599106,0.47800059579227516
RBFA,31.243574199972848,0.15623121443235327,0.1086913798567838,1.437383669599281,0.1506090063697781,0.47820960859153744
PRDX6,323.6543395205258,-0.1457195505693124,0.10138684097292457,-1.4372629541562196,0.15064329094538653,0.47821189084200577
PTPN18,616.2079901528539,0.255118026639482,0.17754529206147573,1.436918003723503,0.1507412936291593,0.4783098463996954
DOT1L,272.6246731536935,0.26805138328545575,0.186536518229713,1.4369914579158174,0.1507204207393949,0.4783098463996954
GAN,56.24558893902371,-0.2574510333718994,0.1792424999912695,-1.436328066080529,0.15090901140012739,0.4787354008945925
MYBL2,48.395630812783864,0.5578818463825481,0.38849765907124384,1.4359979612650435,0.15100292139084479,0.4788934719427544
MIR23AHG,13.983755209953955,-0.42533482011956913,0.2962113621232118,-1.435916627474429,0.1510260665009332,0.4788934719427544
KRTAP5-3,6.620447902148904,-1.2991142389968975,0.9049600176238299,-1.4355487686715769,0.15113078163347443,0.4790122905299467
NUDT15,32.178549453561686,-0.1905600524055748,0.13273826025161994,-1.4356075787368867,0.15111403697483697,0.4790122905299467
CCDC112,8.527384563146569,-0.21739140677723565,0.1514667158435405,-1.4352420963678445,0.15121812161972237,0.4791677802971277
GIMAP1,20.84137745445215,0.32454890347632936,0.22616296592150148,1.4350223174424432,0.15128073810461715,0.4791677802971277
SRSF9,260.60012405054783,0.13778559146867062,0.0960146606687132,1.4350474241020639,0.15127358405024047,0.4791677802971277
YRDC,76.3881460040211,-0.17842152951328658,0.12434884910495676,-1.4348466495471117,0.15133080126504972,0.4792198100962799
LRR1,21.78545683049429,-0.20813302620790716,0.1450912941919447,-1.434496999748056,0.15143048465970366,0.4793800528621858
NXT1,4.713176835233978,-0.3714854829268177,0.25897720525443596,-1.4344331292085972,0.15144869923020274,0.4793800528621858
GPR89B,53.05736477464858,-0.2943927065828269,0.2053610967862381,-1.433536883031271,0.15170446634190965,0.48008297022949503
TCP11L1,45.82829596146106,-0.15117796446734508,0.1054792127255947,-1.4332488891497148,0.1517867226683064,0.4802366062303712
ZNF12,140.36080685872008,-0.20018967454378736,0.13970693525996333,-1.4329258184017792,0.15187903800631009,0.4804219925568161
UHMK1,159.5760147071588,-0.33319543338222257,0.23261866840403556,-1.4323675553137256,0.15203865876309058,0.48071344238742825
SBDS,679.7631512142995,-0.12996296686247005,0.09072958748822652,-1.4324210046621741,0.1520233707905884,0.48071344238742825
GPA33,185.0806757809848,0.34435927986610954,0.24048481980613007,1.4319377004491145,0.15216165154970315,0.4809955734698515
FH,33.794671876318965,0.14670050554037325,0.10245965550779043,1.4317880029297874,0.15220450172584254,0.48102429815618425
GAB3,122.55954286523645,-0.42813242645161254,0.2991516327498433,-1.4311552389541047,0.15238572877320403,0.4813834762376581
NUCKS1,524.364584615482,-0.19047680876241496,0.13308803016621515,-1.4312091667787579,0.1523702771513743,0.4813834762376581
PSPH,25.73352965031546,0.43915823425668854,0.30689740639097024,1.4309610479315207,0.15244137906221908,0.48145252216790846
RCSD1,814.1532278680393,0.10414563712617735,0.07279161285366925,1.43073677094555,0.15250567048195407,0.4815488225523935
CCNQ,58.8558677956346,-0.1609375439063691,0.11250972724174586,-1.4304322644082854,0.15259299359447662,0.4817177885531816
PDZD11,80.80083962513298,0.14369954061397303,0.10048834695143062,1.43001198620003,0.15271357895446458,0.4817782018078514
RGS10,164.89973327275132,0.31990861567219026,0.2236843690335565,1.4301786801392387,0.15266574279875342,0.4817782018078514
INPP5F,19.32106548358707,0.2561626839668234,0.1791223827547626,1.4300986846380725,0.15268869768265111,0.4817782018078514
