Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
POLR1G,30.13326426861967,0.8218965139123104,0.16194999271879928,5.075001857761146,3.874922156893037e-07,8.493233226039246e-05
ZFHX2,2.3105558049713695,2.350871241711152,0.4644395876095007,5.061737423829936,4.154529475914301e-07,8.968118400507734e-05
GIMAP4,179.38676029299927,0.6309287161914173,0.12476128637303104,5.057087294731531,4.2570840136001287e-07,9.052339692800154e-05
HNRNPF,469.9773087566139,0.41162234882563814,0.08236045788297477,4.997815206546187,5.798351011911589e-07,0.00012148398068633001
MIEF1,173.21508109742774,-0.3731192148422019,0.07480772698616053,-4.987709557212307,6.109933034549794e-07,0.00012615683470033467
GART,77.70775019950003,0.429962723958626,0.08629321413472606,4.9825786218525,6.274248416064206e-07,0.0001276988816909525
ZDHHC16,123.0973756977257,0.3787282366285602,0.07606285713321342,4.97914817958088,6.386473334658659e-07,0.00012815223323786186
SPATA2,79.22515015277988,-0.4676867919587675,0.09414719328053314,-4.967612688837017,6.778217055431102e-07,0.00013412396998434292
NCR3LG1,27.76102589552902,-1.0631250514693211,0.21476451848015346,-4.950189440010154,7.414127815309544e-07,0.00014469736847221243
CCT6A,637.1986104842168,-0.20702981469026935,0.041887713115836535,-4.9424950490313915,7.712906466949114e-07,0.0001465143712461654
LINC01128,21.336179282361417,0.7150981235961945,0.14465089166615408,4.943613657402125,7.668760669378761e-07,0.0001465143712461654
SLC20A2,107.93531482728639,-0.32693170788935544,0.06645987925167376,-4.919234154057266,8.688348351462316e-07,0.00016287223547800477
AKAP8,353.50074177985834,-0.36850186576815147,0.07519761862350086,-4.900445951794899,9.56193610390657e-07,0.00017692065411994404
RFK,60.58181470574429,0.5801237684211341,0.1184597988767514,4.897220609201859,9.720169271112123e-07,0.00017754263026350568
GABPB1,48.63679751441511,-1.066635930617585,0.21847810616262647,-4.882118164387709,1.0495233020633391e-06,0.00018690698105620492
PDHA1,152.29232048909208,0.30125957413297094,0.0616757438278798,4.884571396069488,1.0365407926423653e-06,0.00018690698105620492
TM2D2,17.32136758265031,1.0218807590942203,0.21071530386601578,4.849580169763025,1.2372305770086408e-06,0.0002176151114894087
GPR15,133.73454727403046,1.8416005011722845,0.38001960163282167,4.846067132483485,1.2593291864426905e-06,0.00021880076730791478
DDB1,758.4130338039903,0.22622958277007116,0.04684044297943385,4.829791700932491,1.366759529382467e-06,0.00022434021129600495
VWA5A,73.88070447497135,0.6311384320060747,0.1305913213025895,4.832927837093259,1.3453956573510097e-06,0.00022434021129600495
GMEB2,129.51276851787296,-0.28285531836978534,0.05857032406629733,-4.82932821149519,1.3699444362148123e-06,0.00022434021129600495
CUX1,204.00092408645082,-0.41056964050329514,0.08491549869502678,-4.835037735312045,1.3312038014172207e-06,0.00022434021129600495
RAVER2,6.867874673613201,-1.225916333625614,0.2536271971256461,-4.833536574621762,1.341286225920605e-06,0.00022434021129600495
CHCHD4,25.406618304980736,0.5012162190674517,0.10417352070820099,4.811359121397093,1.4990738188943707e-06,0.00023996971570548425
TNFSF10,113.23713524204706,0.8590413040134411,0.17852636580962128,4.811845578761818,1.49542882453431e-06,0.00023996971570548425
PRDX3,123.04653196971823,0.5046406941599291,0.10543451125174164,4.786295190907836,1.6988813315151795e-06,0.0002689329147788529
FANCE,45.72447769280465,0.5506912533430043,0.11536963317130317,4.773277319217327,1.812519369765096e-06,0.0002837688292422343
COA5,75.12554651947538,0.4366971266803889,0.0919476525701034,4.749410283720284,2.0401067653781465e-06,0.00031253119447680056
CIPC,96.67716536111195,0.46940259042953575,0.09880790102597121,4.750658454996988,2.0275534243004213e-06,0.00031253119447680056
ALDH8A1,5.951947971079471,1.7221366697353269,0.36290770918932924,4.745384642233893,2.0811049048277056e-06,0.00031542022956468433
ZFP64,80.8193771215822,0.3654543217906661,0.0770828734543345,4.741057324584155,2.126057621637035e-06,0.0003188415045838194
SENP5,201.15534991577508,-0.2634368814094415,0.05562046480022711,-4.736330096406634,2.1762302267687893e-06,0.00032296616709140565
PEAK1,54.562211749664854,-1.4220044971118013,0.3004345331686316,-4.733159274715071,2.210518908531235e-06,0.000324672813297366
CTDSPL2,672.8066490350872,-0.2611008675204642,0.055314499859787994,-4.7202969959469305,2.3550053661105993e-06,0.00034236491276507864
RTN3,7.317083582680038,2.424763393586378,0.5146632947372202,4.711358704576802,2.460706772526296e-06,0.0003541180746281024
CCT5,503.7835737127402,0.4038044369566351,0.08586594010007281,4.702731216661921,2.567042577998466e-06,0.00036178072198750556
METTL23,48.64593785803281,0.41161914266414634,0.08756171537228655,4.70090313916377,2.5901336170931116e-06,0.00036178072198750556
SNX27,178.72894455697556,0.32028505071471625,0.06808400079442664,4.704263071757305,2.5478455003933217e-06,0.00036178072198750556
TP53TG1,16.88936416256662,0.6090784931687755,0.12969612649951912,4.696196483331627,2.6505059621202678e-06,0.00036661901400317914
PHF20L1,193.3047939701399,0.3586832454784231,0.07658083660074844,4.683720646046293,2.8171389056754076e-06,0.0003822455046586432
TES,512.8834202971318,0.29313957496631243,0.06258603462778906,4.683785715290459,2.81624428546881e-06,0.0003822455046586432
TALDO1,356.82529782169286,0.43899450723921074,0.09398865369103744,4.670718113297886,3.0014859080472315e-06,0.00040341669558442364
SNX25,145.70186949738599,0.572552719291751,0.12307494024208641,4.6520657915051515,3.2862618868922618e-06,0.0004375642346033089
NOP10,135.80871208914618,0.6213889768645078,0.13370117360342837,4.647595530519518,3.358265808180156e-06,0.00044301123119576554
AKAP17A,1109.9120407641437,-0.2721210413811573,0.05858625311790245,-4.644793392632991,3.404169571812828e-06,0.0004449468246753886
DESI1,122.86165420517226,0.44794897572276793,0.09697255288360977,4.619337765196445,3.849667457811917e-06,0.0004986019297404217
ALKBH1,98.50324522129837,-1.321447314074377,0.2861877140235965,-4.617414547591035,3.885505960048455e-06,0.000498709940655949
HBEGF,9.832987141355947,2.112674398503638,0.45793691064405245,4.613461700504391,3.960172643287934e-06,0.0005037551754368142
ZNF263,4.729740382785201,1.0805605855249958,0.23438835469654612,4.610129146236627,4.024189032267072e-06,0.0005073683286965396
KLHL11,107.29950721918053,-0.45227906314716976,0.09818616869604083,-4.606341902873404,4.0981437056490214e-06,0.0005121601173191369
RNU6-781P,22.037105800379447,-4.11001878323494,0.8931417175462079,-4.601754349272463,4.18947141506604e-06,0.0005190208630473555
IKBKB,656.7687852213378,0.26752360641404443,0.05824204715829865,4.593307060222834,4.362763817167028e-06,0.0005358301388205055
ABI1,312.3737911816941,-0.3306920926598629,0.07207075396478987,-4.588436702374756,4.465776709292714e-06,0.0005437941946777205
AHSA1,167.83697336998216,0.43096947411645037,0.09416752285811418,4.5766253697233665,4.7253656992384845e-06,0.000552918861260256
CD83,52.222894858245404,-0.8053656052483019,0.1758573291852934,-4.579653341600124,4.657472226586329e-06,0.000552918861260256
CEACAM1,23.472901684369276,1.2864615121072223,0.28107873994732085,4.5768723466895,4.719792640773735e-06,0.000552918861260256
UQCC2,107.10945096165091,0.41790813324838055,0.09132189201060814,4.576209757019002,4.7347582700744885e-06,0.000552918861260256
MBD5,63.74613594777878,-0.9768350214438103,0.21339142933773397,-4.577667549607986,4.701891549278696e-06,0.000552918861260256
GIN1,17.734898406141514,0.6981284738984727,0.15303637287009367,4.561846708763056,5.07056620187471e-06,0.000587319972992756
ABT1,333.703866790518,-0.28887129490868113,0.06349940688076616,-4.549196742122321,5.385107816193445e-06,0.0006187228311073227
AMPD2,182.03794238268432,0.41183480236000547,0.09066402529031373,4.542427948034254,5.561000622016446e-06,0.0006309288303118688
PEX11B,110.42587827814612,0.34458931879512106,0.07587211410900767,4.541712364835908,5.579913849883869e-06,0.0006309288303118688
ST6GAL1,1243.2218341941416,0.37545565981739937,0.08273073299187093,4.538285184228832,5.671352870570166e-06,0.0006362186169056154
DDX6,2352.5607047615517,-0.23640832607808407,0.052297232016691245,-4.520474926906871,6.170105290700359e-06,0.0006867616412235001
PRDM4,344.14442407835224,-0.3238909543529679,0.07168869695067695,-4.518019829204182,6.242063981057795e-06,0.0006893851592103133
TMEM39A,42.571972738035306,-0.7395267932278454,0.1638987689154824,-4.512094862708803,6.4190465371486945e-06,0.000703478123190442
RPRD1B,133.31629973866077,-0.4660656171488436,0.10337084347012929,-4.508675768748283,6.523351231731485e-06,0.0007046856917505026
PHF12,488.93166125267135,-0.41956481786704275,0.09306100053636839,-4.508492445265255,6.52898935292106e-06,0.0007046856917505026
ENDOG,31.469036286306096,0.530926554240023,0.11785266597448663,4.505002494852011,6.637216275059526e-06,0.0007056747781400975
ZBTB43,31.369786404423657,-0.6423923172859152,0.14255968749986486,-4.506128826120808,6.602101395801811e-06,0.0007056747781400975
MAFIP,18.28347768715006,1.1847912131976306,0.2632824785693878,4.500076190544447,6.792911047075489e-06,0.0007168785458346999
JPT2,97.30227620542993,0.5137112387250413,0.11456386606519411,4.4840599079705195,7.323608648088347e-06,0.0007672018559508432
SERTAD2,131.86952217644148,-0.3501160124711436,0.07814094989831485,-4.480570212247881,7.4443884767554e-06,0.0007741620629805415
ANAPC7,110.61341733041483,0.2868154898625621,0.06434781859609935,4.457268266743518,8.301069490023667e-06,0.0008569951958287477
ATAD3A,89.07712816597953,0.810737087745607,0.18197581746567842,4.4551913492490085,8.381840277949607e-06,0.0008591084779852378
ATXN7,219.4980113541263,-0.3690918306536734,0.08298910156179992,-4.447473508058403,8.68861706063707e-06,0.0008732477478889519
ZNF736,192.05670037640562,-1.2439621993982874,0.2798511488421549,-4.445085198131248,8.785704265677865e-06,0.0008732477478889519
VBP1,246.83956959773175,0.31064528706567884,0.06990068414136165,4.444095088360713,8.82625645371019e-06,0.0008732477478889519
SLC35A2,42.48179245037162,0.8335316549469982,0.18732702219584446,4.449607137167681,8.602750746032091e-06,0.0008732477478889519
METTL27,7.275971905553552,1.7486744534529115,0.3933369084908364,4.44574209972378,8.75889768961635e-06,0.0008732477478889519
OAS2,429.74546877244524,0.6074232509239504,0.13693831413213786,4.43574360304904,9.175500549728696e-06,0.0009015403884964464
FRAT1,144.9318219095077,-0.42425656334674583,0.09584886605656598,-4.42630759028873,9.585980846462912e-06,0.0009354210213668295
EID2B,34.837631441993565,-1.1706915587768074,0.2647875082636731,-4.421249198852096,9.813192027043208e-06,0.0009510785497230244
SRF,218.85284409748047,0.3414936241345183,0.07743944498824709,4.409814974608178,1.0345897744026028e-05,0.0009959324672914787
DUSP7,345.92382095971016,0.424365207675181,0.09649726804205216,4.397691419515096,1.0940838003503302e-05,0.0010461350270866547
TBC1D20,282.9508812557365,0.3288511427805764,0.07496230442396576,4.386886786733325,1.1498460051926796e-05,0.0010921237357320072
IPO13,124.4693061873593,0.47422809422207296,0.10817337301320484,4.3839632712958245,1.165394301519962e-05,0.0010995611002486687
CHRNG,7.54267732242143,-2.096981977808018,0.4792060815380541,-4.375950261477421,1.2090458418844119e-05,0.0011248123983913232
ORC6,20.382055979966125,-0.8016980449020427,0.18325668211137255,-4.3747274896902155,1.2158426991806258e-05,0.0011248123983913232
PRECSIT,2.407283616532481,-2.864162275662547,0.6546563938833257,-4.37506194459166,1.2139799954114608e-05,0.0011248123983913232
NFKBIA,1250.4333397545752,-0.5054529812340989,0.11558805353070749,-4.372882541012931,1.226167026514059e-05,0.0011270452662416645
LINC01709,53.24787510341176,-1.5807557059166406,0.3620128354776833,-4.366573643254393,1.2621074728609333e-05,0.0011450341061424907
MED26,43.02353903330354,-0.5259544070261032,0.1204895014307459,-4.365147176979627,1.2703719571529229e-05,0.0011450341061424907
SLC43A2,455.3264424770693,-0.9391572383331026,0.2152126078410933,-4.3638578973335465,1.2778860312813644e-05,0.0011450341061424907
TXLNA,459.95722653627394,0.5079817272422991,0.11634091588362075,4.366320510579856,1.2635702877714538e-05,0.0011450341061424907
ORMDL2,159.7677977947426,0.3735164476628412,0.08569690072802948,4.35857591686128,1.3091151115825201e-05,0.0011656851871697602
PLEKHB2,418.12107204700715,0.238014087082067,0.05479213491633815,4.343946215008588,1.3994579218117517e-05,0.0012383898765249706
MON1A,27.40839189032911,0.7872121445693494,0.18199208447128906,4.325529579246835,1.5216584735126356e-05,0.0013382140908725013
HMOX2,568.72458894124,0.29154798478378485,0.06744321792958737,4.322865867523837,1.5401537782894927e-05,0.0013461699925945033
ATG16L1,148.07322871097296,-0.5788370590001007,0.1341903757529137,-4.313551219693432,1.606528984771127e-05,0.0013956230759776982
ATP6V0E1,952.9882014433779,0.30675757600471243,0.07113733346971148,4.312188284866234,1.6164668582338462e-05,0.0013957456563186428
CCDC163,14.039868762414,-0.9014008442211899,0.20926876314557868,-4.307383627981433,1.6519695725480704e-05,0.0014048797787589381
SOCS3,423.9497843924393,1.0304096376376743,0.23939960859570575,4.304140861724689,1.6763498448025512e-05,0.0014048797787589381
CIR1,494.52965260495074,-0.46845263468154424,0.10882776678879101,-4.304532276130412,1.6733889570024282e-05,0.0014048797787589381
SEMA4C,383.1328502847378,-0.4952567387362103,0.11506259320332005,-4.304237588849336,1.6756176800636255e-05,0.0014048797787589381
ZNF830,66.13302451239443,-0.37935845677374186,0.08809510623073334,-4.306237576695228,1.6605471254233046e-05,0.0014048797787589381
KAT7,1030.8073375417098,-0.23422571841029258,0.05447802634788777,-4.299453084342033,1.7122011547763373e-05,0.001426533909479443
THAP8,39.92488221703015,0.683002975117565,0.1593743527354343,4.2855262681528705,1.8230710417680083e-05,0.0015100751820970241
PYCARD,96.37073887915867,0.4935222805770752,0.11559001385359785,4.269592710683059,1.958302376967501e-05,0.001609561661373537
CCDC28B,46.45248550812394,0.5735560837570379,0.13436181178699846,4.268743299370559,1.965773349329651e-05,0.001609561661373537
MEAK7,56.35947478927941,0.48450282242069315,0.11362191412602222,4.264167050409953,2.006492922971022e-05,0.0016335145527753229
ZNF687,245.68886887808915,-0.3121930797136129,0.07328270723393365,-4.260119358268624,2.043177644476183e-05,0.001653929085275692
RBM14-RBM4,172.78980606785154,0.2906801861217364,0.0684357976159481,4.2474873713460894,2.161813465658832e-05,0.0017303009238899651
C14orf119,64.89685415319147,0.559862539662258,0.1318037981514917,4.247696557414583,2.1597965201306443e-05,0.0017303009238899651
SLC5A3,52.168067868441064,0.527335323032285,0.1244406721956927,4.23764444315287,2.2587710145908464e-05,0.0017978050639595412
RTN4RL1,3.479247330770762,1.7173018752458047,0.40588106952142283,4.231046984454553,2.3260607384167827e-05,0.0018410770744568836
GCC1,291.630166262225,-0.43987286877255977,0.10411053027862008,-4.225056462543935,2.388808769303491e-05,0.0018734188463149276
SKP2,84.04271080137698,0.360113988597927,0.0852413259526565,4.224640860208302,2.393221239764981e-05,0.0018734188463149276
FBXO22,28.794497263365002,0.5699541762098883,0.13500396498850784,4.22175879247995,2.424034328238345e-05,0.0018871703319350657
VPS18,119.15781552814755,-0.36721528491575683,0.08702023317984658,-4.219883945344356,2.4442811370055094e-05,0.001892590943419429
ARMC6,79.45197849995188,0.3543550285558009,0.08400778738530945,4.218121195485353,2.4634640503429525e-05,0.0018971336392019484
NOTCH1,418.6899992704421,0.44533456635000995,0.10575778865739448,4.210891434130535,2.5436497272842754e-05,0.0019379346344716082
TAF11,17.62602335004563,0.5961169513885592,0.14156274232795726,4.210973463678316,2.5427261655980427e-05,0.0019379346344716082
C7orf50,247.86121541687018,-0.37611740173792235,0.08936664756184363,-4.2086999120968605,2.5684422957350885e-05,0.0019464147546456281
MIF4GD,55.01148458774878,-0.36469709931712047,0.08670339551618503,-4.206260863786379,2.5963053215857856e-05,0.0019468190482438256
RIMBP3C,2.9016945874569093,3.323497956900684,0.7899788848374548,4.207071885958729,2.5870086755905013e-05,0.0019468190482438256
GRK4,4.977431679878403,-2.2972520940242416,0.5464225348431924,-4.2041679241568755,2.6204434505944234e-05,0.001954631300555955
SIT1,486.192856459508,0.5508134640542173,0.13113316276605966,4.200413171127912,2.6642833122399526e-05,0.0019667380491959897
ATOSA,258.8833454522695,-0.21685809591100277,0.051623961635373,-4.200725574737962,2.66060930357083e-05,0.0019667380491959897
AVPI1,41.857797871713586,-0.9976396014783571,0.23766019732092267,-4.197756345927804,2.695724365751115e-05,0.0019796899504565015
KLHL28,90.11866281986048,-0.31088784707591605,0.07411406398372641,-4.19472135739553,2.732072318523314e-05,0.001993020123105299
ST6GALNAC4,48.64618235878405,0.42622488698605615,0.10162945062335393,4.193911158347951,2.7418540333307964e-05,0.001993020123105299
FGGY,193.73393195160298,-0.5821970079437416,0.13899577285751058,-4.188595062819443,2.806867303934797e-05,0.0020299207349826934
SNAPIN,116.46933107951611,0.33090824582487544,0.07911436573748376,4.182656875780194,2.8812207395512918e-05,0.002073169286686225
TCERG1L,2.751947915636328,-2.820992483451804,0.6748320604095299,-4.180288176794462,2.9113990230217845e-05,0.0020785514856023445
IGFL2,2.852211654377156,3.6385052546845316,0.8705010841198157,4.179782565536389,2.917879533378739e-05,0.0020785514856023445
IL34,1.5590578350810496,-2.1207225822952873,0.5078207450332236,-4.176124356945168,2.9651775942051343e-05,0.0021017355813254
PCNX4,185.5550835873199,0.42586502805596793,0.102240826932698,4.165312828859471,3.1092592437398496e-05,0.0021715054028753388
GOLPH3L,34.900693826143446,0.616462496932959,0.1479721359035014,4.166071491560945,3.098935557203905e-05,0.0021715054028753388
TMC7,8.853979271241595,-1.9676853746101721,0.4723986207993138,-4.165307196030303,3.1093360159090975e-05,0.0021715054028753388
COG4,284.1343831509366,0.2553269664003584,0.06134490910983908,4.162154123387667,3.152594431556414e-05,0.0021909762373845966
NUDT9,70.86691431096115,0.3231335309414887,0.07778943163410665,4.153951560687473,3.2678238044768285e-05,0.0022600332884651153
CSGALNACT2,160.33708207786137,-0.2961945004085047,0.0714298687029358,-4.146647694962528,3.373785793465467e-05,0.0023108810672837743
TM9SF1,86.16461855893654,0.35084417356883946,0.08460706406557103,4.146747998452385,3.372308771592136e-05,0.0023108810672837743
CHRM4,49.98442153955643,-0.4173797363627412,0.1007482258038736,-4.142799866026958,3.430913290566596e-05,0.0023387665861580044
KRCC1,13.631793882448305,0.5507847810359333,0.13310308813064603,4.1380315721549294,3.5029817724451946e-05,0.00236525977782117
TRAFD1,258.67842189951136,0.345214561278044,0.08341467811058677,4.138534956885847,3.4953062254150005e-05,0.00236525977782117
MOAP1,405.89763145056884,-0.2855240152511693,0.0690286493766966,-4.136311775318602,3.529325956585647e-05,0.0023718069294092316
FZD6,4.382244702676469,1.3285936399039504,0.3214628057748128,4.1329622464461435,3.5811756867948076e-05,0.0023953525826181043
STKLD1,8.291566994691372,-4.838740287826084,1.1732337267330728,-4.124276499704621,3.719019183833001e-05,0.002475928332339662
SLC16A13,56.10373757230086,0.4469747127090982,0.10840990976330402,4.123006039623105,3.739598893690012e-05,0.0024780495552744934
DTX3L,282.66372766310843,0.3457468254844887,0.08388446737963318,4.121702578377874,3.760825511320165e-05,0.002480577826841592
C5orf24,171.32484559300744,-0.4444786623931506,0.10786680515584134,-4.120625077853997,3.7784587073867604e-05,0.002480723557794432
IGFBP2,6.2425022406727555,-2.0152187157046204,0.4901336494335188,-4.111569809650383,3.9297801308261145e-05,0.002568237501095397
OSGIN2,88.62387584357928,-0.46922517823023974,0.1141877246916585,-4.1092436117567805,3.969571544887867e-05,0.0025823966118729423
NADK2,39.67023339305393,-0.5306010625451857,0.12923308067353234,-4.1057681189662745,4.0297356649623785e-05,0.002609620182669046
GORAB,108.34469242478244,-0.4662162408510011,0.11358579136341736,-4.104529582924187,4.051384283688801e-05,0.002611767958810604
ERAL1,161.49016311649277,0.2542692010854635,0.06199339277189762,4.101553241666214,4.1038605145744315e-05,0.002621869988840445
